HS,AS,HST,AST,HC,AC,HF,AF,B365H,B365D,B365A,tend_ptsH,tend_ptsA,tend_goalsH,tend_goalsA,tend_HS,tend_AS,tend_HST,tend_AST,tend_HC,tend_AC,tend_HF,tend_AF,res,dif_puntos,dif_goles,dif_shots,dif_targets,dif_corners
9,11,2,4,3,5,15,11,3.29,3.39,2.2,1.0,3.0,3.0,2.0,52.0,44.0,19.0,11.0,21.0,26.0,34.0,29.0,0,2.0,-1.0,-8.0,-8.0,5.0
19,10,1,4,6,7,10,11,1.39,5.0,7.5,4.0,5.0,4.0,4.0,40.0,50.0,17.0,20.0,14.0,20.0,47.0,36.0,0,1.0,0.0,10.0,3.0,6.0
11,16,3,6,3,3,17,14,3.29,3.5,2.14,5.0,2.0,4.0,4.0,75.0,37.0,27.0,12.0,27.0,16.0,34.0,47.0,-1,-3.0,0.0,-38.0,-15.0,-11.0
15,10,9,6,4,4,16,19,2.1,3.39,3.6,5.0,4.0,4.0,1.0,35.0,40.0,12.0,14.0,11.0,21.0,45.0,26.0,-1,-1.0,-3.0,5.0,2.0,10.0
15,2,4,1,9,2,14,18,1.85,3.5,4.5,7.0,6.0,8.0,5.0,53.0,34.0,18.0,10.0,27.0,13.0,47.0,41.0,0,-1.0,-3.0,-19.0,-8.0,-14.0
16,11,3,2,6,8,14,18,2.6,3.39,2.75,7.0,4.0,3.0,2.0,28.0,36.0,12.0,11.0,6.0,18.0,49.0,37.0,0,-3.0,-1.0,8.0,-1.0,12.0
15,9,5,6,6,4,5,12,1.95,3.39,4.2,4.0,3.0,4.0,2.0,39.0,36.0,12.0,11.0,19.0,14.0,45.0,38.0,-1,-1.0,-2.0,-3.0,-1.0,-5.0
25,11,9,5,8,8,13,16,2.2,3.39,3.29,2.0,7.0,3.0,7.0,42.0,36.0,16.0,14.0,9.0,14.0,34.0,31.0,-1,5.0,4.0,-6.0,-2.0,5.0
7,10,2,1,4,4,8,9,2.14,3.29,3.6,3.0,0.0,2.0,0.0,43.0,24.0,9.0,8.0,23.0,12.0,30.0,34.0,-1,-3.0,-2.0,-19.0,-1.0,-11.0
12,16,1,6,6,6,11,11,4.2,3.79,1.83,6.0,5.0,3.0,5.0,46.0,59.0,20.0,22.0,20.0,26.0,33.0,34.0,1,-1.0,2.0,13.0,2.0,6.0
22,7,7,5,6,1,13,11,1.57,3.79,6.0,1.0,3.0,3.0,4.0,24.0,41.0,8.0,14.0,9.0,14.0,46.0,43.0,1,2.0,1.0,17.0,6.0,5.0
18,20,7,10,6,5,9,16,4.33,3.79,1.8,3.0,1.0,3.0,3.0,39.0,36.0,13.0,14.0,16.0,13.0,34.0,58.0,0,-2.0,0.0,-3.0,1.0,-3.0
18,12,3,5,6,4,7,13,1.5,4.33,6.5,4.0,7.0,3.0,6.0,31.0,67.0,11.0,26.0,5.0,20.0,42.0,37.0,-1,3.0,3.0,36.0,15.0,15.0
6,15,2,5,4,6,21,20,2.5,3.1,3.1,6.0,9.0,6.0,10.0,51.0,55.0,18.0,21.0,14.0,24.0,28.0,36.0,0,3.0,4.0,4.0,3.0,10.0
18,8,7,5,5,4,8,13,3.6,3.5,2.04,4.0,3.0,3.0,4.0,35.0,45.0,10.0,15.0,14.0,20.0,43.0,35.0,-1,-1.0,1.0,10.0,5.0,6.0
14,9,7,3,8,5,13,22,1.95,3.5,4.0,3.0,4.0,5.0,2.0,35.0,33.0,13.0,13.0,14.0,8.0,41.0,52.0,0,1.0,-3.0,-2.0,0.0,-6.0
17,9,8,6,11,4,6,14,1.75,3.6,5.0,3.0,3.0,3.0,2.0,25.0,31.0,12.0,11.0,7.0,14.0,40.0,38.0,0,0.0,-1.0,6.0,-1.0,7.0
10,17,4,7,9,7,18,14,10.0,5.0,1.33,6.0,4.0,5.0,7.0,40.0,37.0,17.0,18.0,17.0,19.0,33.0,43.0,1,-2.0,2.0,-3.0,1.0,2.0
13,8,5,3,9,4,7,16,1.8,3.6,4.5,6.0,6.0,8.0,4.0,38.0,49.0,16.0,17.0,14.0,19.0,30.0,34.0,-1,0.0,-4.0,11.0,1.0,5.0
26,7,8,1,13,1,7,12,1.08,12.0,26.0,2.0,3.0,4.0,2.0,56.0,41.0,19.0,9.0,19.0,22.0,40.0,41.0,-1,1.0,-2.0,-15.0,-10.0,3.0
15,20,9,6,5,8,10,12,2.0,3.29,4.0,7.0,5.0,6.0,3.0,38.0,27.0,13.0,8.0,14.0,5.0,44.0,45.0,-1,-2.0,-3.0,-11.0,-5.0,-9.0
8,15,5,7,2,3,11,17,1.83,3.6,4.5,0.0,4.0,2.0,3.0,22.0,44.0,9.0,19.0,11.0,16.0,55.0,37.0,-1,4.0,1.0,22.0,10.0,5.0
15,6,7,2,5,1,10,24,1.44,4.75,7.0,3.0,4.0,2.0,2.0,34.0,31.0,10.0,8.0,12.0,14.0,41.0,38.0,-1,1.0,0.0,-3.0,-2.0,2.0
11,9,3,3,0,3,12,15,1.9,3.6,4.0,7.0,6.0,3.0,7.0,44.0,71.0,19.0,22.0,21.0,19.0,31.0,38.0,-1,-1.0,4.0,27.0,3.0,-2.0
21,10,6,6,9,3,6,26,2.6,3.2,2.79,7.0,2.0,7.0,3.0,51.0,32.0,21.0,9.0,19.0,12.0,37.0,47.0,1,-5.0,-4.0,-19.0,-12.0,-7.0
13,15,0,6,2,6,14,6,5.0,4.0,1.61,1.0,0.0,2.0,3.0,24.0,35.0,6.0,13.0,12.0,10.0,42.0,51.0,1,-1.0,1.0,11.0,7.0,-2.0
24,5,5,3,5,3,7,12,3.39,3.39,2.14,6.0,6.0,6.0,5.0,55.0,32.0,16.0,16.0,18.0,10.0,40.0,50.0,-1,0.0,-1.0,-23.0,0.0,-8.0
13,14,5,5,6,9,8,16,3.0,3.6,2.29,6.0,1.0,8.0,4.0,38.0,57.0,14.0,14.0,17.0,19.0,36.0,49.0,0,-5.0,-4.0,19.0,0.0,2.0
15,8,3,4,11,3,11,9,1.95,3.29,4.0,3.0,9.0,1.0,7.0,37.0,52.0,11.0,20.0,12.0,22.0,61.0,31.0,0,6.0,6.0,15.0,9.0,10.0
12,9,3,5,2,1,12,15,2.7,3.39,2.5,3.0,5.0,3.0,4.0,38.0,45.0,17.0,14.0,16.0,15.0,43.0,30.0,-1,2.0,1.0,7.0,-3.0,-1.0
6,25,3,11,4,9,20,14,2.25,3.25,3.2,6.0,7.0,3.0,5.0,29.0,61.0,11.0,24.0,14.0,20.0,43.0,38.0,1,1.0,2.0,32.0,13.0,6.0
13,13,5,6,8,10,12,7,2.25,3.39,3.2,6.0,7.0,4.0,5.0,41.0,45.0,16.0,13.0,18.0,16.0,41.0,38.0,0,1.0,1.0,4.0,-3.0,-2.0
11,9,5,4,4,2,8,6,1.39,5.25,7.0,2.0,5.0,2.0,3.0,28.0,25.0,11.0,7.0,9.0,8.0,33.0,37.0,1,3.0,1.0,-3.0,-4.0,-1.0
12,13,7,9,6,4,16,17,1.39,4.75,8.0,3.0,0.0,3.0,4.0,29.0,36.0,7.0,9.0,17.0,12.0,44.0,38.0,0,-3.0,1.0,7.0,2.0,-5.0
12,6,3,1,5,5,16,12,7.0,4.75,1.44,3.0,9.0,5.0,9.0,37.0,35.0,12.0,17.0,14.0,13.0,38.0,29.0,1,6.0,4.0,-2.0,5.0,-1.0
12,3,3,0,6,2,15,12,2.5,3.29,2.87,0.0,0.0,2.0,3.0,30.0,32.0,8.0,10.0,11.0,20.0,41.0,39.0,0,0.0,1.0,2.0,2.0,9.0
9,18,5,4,8,5,12,12,3.2,3.5,2.25,7.0,4.0,6.0,5.0,61.0,39.0,17.0,12.0,23.0,15.0,40.0,36.0,1,-3.0,-1.0,-22.0,-5.0,-8.0
13,16,6,9,6,5,7,15,2.62,3.39,2.62,0.0,0.0,3.0,1.0,31.0,25.0,10.0,5.0,6.0,18.0,40.0,48.0,-1,0.0,-2.0,-6.0,-5.0,12.0
15,7,5,5,4,2,15,13,2.7,3.25,2.7,6.0,9.0,8.0,8.0,38.0,52.0,14.0,18.0,14.0,19.0,28.0,41.0,1,3.0,0.0,14.0,4.0,5.0
23,7,10,4,7,4,14,18,1.44,4.33,8.0,4.0,3.0,3.0,6.0,24.0,52.0,8.0,16.0,9.0,16.0,40.0,54.0,0,-1.0,3.0,28.0,8.0,7.0
29,8,12,4,9,3,12,8,1.14,9.0,17.0,4.0,1.0,3.0,2.0,31.0,25.0,9.0,10.0,16.0,9.0,43.0,30.0,-1,-3.0,-1.0,-6.0,1.0,-7.0
10,11,8,5,0,7,14,10,3.29,3.6,2.1,6.0,6.0,5.0,5.0,26.0,42.0,10.0,17.0,9.0,19.0,53.0,56.0,-1,0.0,0.0,16.0,7.0,10.0
15,12,6,4,5,8,13,17,2.29,3.39,3.1,6.0,0.0,5.0,2.0,24.0,34.0,13.0,8.0,6.0,11.0,42.0,54.0,-1,-6.0,-3.0,10.0,-5.0,5.0
15,9,9,3,7,4,8,19,2.25,3.6,3.0,7.0,6.0,6.0,6.0,64.0,42.0,20.0,18.0,21.0,16.0,26.0,46.0,0,-1.0,0.0,-22.0,-2.0,-5.0
16,10,5,4,4,3,17,13,2.6,3.25,2.79,9.0,9.0,6.0,10.0,56.0,36.0,17.0,15.0,26.0,14.0,28.0,31.0,1,0.0,4.0,-20.0,-2.0,-12.0
20,10,2,3,7,5,13,19,2.5,3.25,2.89,3.0,4.0,2.0,4.0,31.0,46.0,6.0,15.0,14.0,11.0,43.0,45.0,0,1.0,2.0,15.0,9.0,-3.0
15,10,2,7,3,4,15,8,2.5,3.2,3.0,6.0,3.0,5.0,2.0,50.0,26.0,11.0,7.0,22.0,16.0,34.0,45.0,1,-3.0,-3.0,-24.0,-4.0,-6.0
18,13,7,2,7,8,16,23,2.79,3.39,2.5,3.0,0.0,3.0,3.0,32.0,32.0,13.0,9.0,16.0,13.0,60.0,37.0,-1,-3.0,0.0,0.0,-4.0,-3.0
6,21,2,7,2,5,12,9,5.75,4.75,1.5,3.0,7.0,5.0,6.0,44.0,57.0,17.0,18.0,12.0,15.0,31.0,28.0,-1,4.0,1.0,13.0,1.0,3.0
11,12,6,7,3,5,17,19,1.72,4.2,4.33,6.0,9.0,7.0,3.0,46.0,51.0,17.0,12.0,15.0,22.0,57.0,32.0,0,3.0,-4.0,5.0,-5.0,7.0
14,9,6,3,8,8,9,10,1.5,4.33,6.5,9.0,0.0,12.0,2.0,38.0,37.0,15.0,10.0,17.0,7.0,35.0,43.0,-1,-9.0,-10.0,-1.0,-5.0,-10.0
15,17,5,5,2,5,16,15,2.75,3.29,2.6,7.0,3.0,5.0,2.0,52.0,29.0,14.0,6.0,22.0,13.0,30.0,57.0,-1,-4.0,-3.0,-23.0,-8.0,-9.0
23,4,8,3,6,1,7,12,2.37,3.29,3.1,1.0,6.0,2.0,11.0,32.0,33.0,8.0,14.0,9.0,16.0,53.0,31.0,-1,5.0,9.0,1.0,6.0,7.0
12,13,3,4,9,2,18,14,2.62,3.5,2.62,0.0,3.0,1.0,2.0,23.0,22.0,5.0,9.0,18.0,4.0,40.0,48.0,1,3.0,1.0,-1.0,4.0,-14.0
15,13,4,4,4,5,14,16,2.29,3.39,3.1,3.0,7.0,3.0,6.0,35.0,50.0,10.0,16.0,14.0,17.0,40.0,38.0,0,4.0,3.0,15.0,6.0,3.0
16,13,7,7,3,2,14,16,2.2,3.39,3.29,1.0,3.0,2.0,4.0,31.0,37.0,9.0,17.0,14.0,16.0,55.0,54.0,-1,2.0,2.0,6.0,8.0,2.0
12,7,4,1,7,6,16,19,1.57,3.79,6.5,1.0,9.0,2.0,8.0,20.0,42.0,7.0,20.0,4.0,14.0,44.0,51.0,-1,8.0,6.0,22.0,13.0,10.0
16,8,8,5,8,2,15,12,2.89,3.25,2.5,7.0,4.0,4.0,1.0,47.0,41.0,15.0,9.0,11.0,15.0,23.0,38.0,1,-3.0,-3.0,-6.0,-6.0,4.0
16,8,6,3,6,3,13,16,1.16,8.0,15.0,6.0,4.0,10.0,4.0,29.0,40.0,14.0,13.0,12.0,14.0,32.0,35.0,-1,-2.0,-6.0,11.0,-1.0,2.0
13,5,6,3,4,3,14,19,2.2,3.39,3.39,0.0,4.0,2.0,5.0,26.0,37.0,6.0,17.0,17.0,11.0,45.0,43.0,0,4.0,3.0,11.0,11.0,-6.0
13,12,3,3,2,1,14,13,2.29,3.5,3.0,3.0,6.0,4.0,5.0,27.0,64.0,8.0,20.0,8.0,21.0,52.0,33.0,0,3.0,1.0,37.0,12.0,13.0
12,11,3,0,0,3,12,15,2.04,3.39,3.79,0.0,9.0,1.0,7.0,26.0,34.0,5.0,11.0,8.0,10.0,43.0,35.0,-1,9.0,6.0,8.0,6.0,2.0
15,12,7,7,1,3,8,8,1.61,3.75,6.0,6.0,3.0,2.0,3.0,46.0,27.0,11.0,5.0,20.0,15.0,34.0,47.0,-1,-3.0,1.0,-19.0,-6.0,-5.0
9,13,4,7,5,4,16,12,4.2,3.89,1.8,4.0,6.0,6.0,11.0,56.0,47.0,17.0,17.0,13.0,15.0,36.0,35.0,-1,2.0,5.0,-9.0,0.0,2.0
20,10,8,6,4,2,14,19,2.0,3.39,4.0,6.0,9.0,3.0,11.0,28.0,42.0,6.0,21.0,8.0,11.0,44.0,39.0,0,3.0,8.0,14.0,15.0,3.0
12,22,4,8,7,6,17,14,2.87,3.39,2.45,0.0,0.0,2.0,1.0,28.0,28.0,12.0,4.0,13.0,7.0,38.0,41.0,1,0.0,-1.0,0.0,-8.0,-6.0
15,10,4,5,4,3,12,16,3.29,3.79,2.04,7.0,1.0,5.0,2.0,44.0,56.0,16.0,16.0,16.0,17.0,33.0,41.0,1,-6.0,-3.0,12.0,0.0,1.0
18,12,6,4,2,3,11,16,1.44,4.5,7.5,6.0,2.0,6.0,4.0,49.0,38.0,17.0,14.0,16.0,14.0,39.0,44.0,-1,-4.0,-2.0,-11.0,-3.0,-2.0
13,8,2,3,6,1,14,12,3.79,3.29,2.04,4.0,7.0,3.0,4.0,48.0,53.0,20.0,15.0,20.0,14.0,50.0,24.0,1,3.0,1.0,5.0,-5.0,-6.0
10,20,3,7,9,9,5,14,1.61,4.0,5.5,4.0,1.0,9.0,2.0,47.0,37.0,19.0,9.0,13.0,27.0,30.0,44.0,0,-3.0,-7.0,-10.0,-10.0,14.0
14,11,4,3,6,3,13,15,3.5,3.6,2.04,6.0,2.0,3.0,3.0,37.0,30.0,13.0,9.0,15.0,9.0,34.0,52.0,0,-4.0,0.0,-7.0,-4.0,-6.0
21,3,12,2,11,3,14,10,2.45,3.39,2.87,4.0,3.0,2.0,7.0,38.0,34.0,12.0,13.0,13.0,8.0,31.0,45.0,-1,-1.0,5.0,-4.0,1.0,-5.0
16,13,5,7,7,8,11,13,1.75,3.75,4.75,4.0,4.0,4.0,5.0,48.0,44.0,16.0,13.0,16.0,14.0,48.0,41.0,-1,0.0,1.0,-4.0,-3.0,-2.0
18,6,6,0,6,0,13,10,1.83,3.5,4.5,7.0,6.0,5.0,8.0,48.0,30.0,15.0,14.0,20.0,12.0,36.0,31.0,-1,-1.0,3.0,-18.0,-1.0,-8.0
16,18,3,6,7,3,15,11,2.29,3.29,3.2,9.0,0.0,11.0,2.0,44.0,31.0,23.0,10.0,11.0,14.0,40.0,48.0,1,-9.0,-9.0,-13.0,-13.0,3.0
23,3,7,1,11,1,7,9,1.33,5.5,8.5,3.0,4.0,6.0,7.0,37.0,57.0,14.0,24.0,15.0,13.0,36.0,37.0,-1,1.0,1.0,20.0,10.0,-2.0
16,16,5,6,5,5,14,13,2.04,3.6,3.5,2.0,9.0,4.0,4.0,44.0,30.0,19.0,10.0,14.0,11.0,47.0,44.0,1,7.0,0.0,-14.0,-9.0,-3.0
8,12,3,4,9,11,14,13,1.9,3.39,4.33,0.0,4.0,1.0,4.0,35.0,45.0,5.0,12.0,11.0,14.0,37.0,43.0,-1,4.0,3.0,10.0,7.0,3.0
14,7,7,2,4,2,18,12,1.75,3.6,5.0,0.0,3.0,2.0,3.0,44.0,45.0,9.0,21.0,16.0,21.0,44.0,43.0,0,3.0,1.0,1.0,12.0,5.0
17,9,5,2,8,10,14,13,1.33,5.25,9.0,1.0,1.0,4.0,1.0,30.0,34.0,9.0,13.0,21.0,13.0,35.0,27.0,-1,0.0,-3.0,4.0,4.0,-8.0
13,10,7,4,5,6,17,9,5.5,4.2,1.57,2.0,6.0,4.0,5.0,39.0,39.0,15.0,16.0,17.0,15.0,30.0,29.0,-1,4.0,1.0,0.0,1.0,-2.0
7,8,3,3,5,5,15,21,2.79,3.2,2.54,7.0,4.0,4.0,3.0,38.0,42.0,12.0,12.0,13.0,13.0,41.0,38.0,0,-3.0,-1.0,4.0,0.0,0.0
14,14,6,5,8,4,12,24,2.5,3.39,2.79,9.0,9.0,7.0,6.0,62.0,51.0,24.0,20.0,15.0,21.0,26.0,37.0,0,0.0,-1.0,-11.0,-4.0,6.0
20,11,8,3,6,1,20,15,2.54,3.29,2.79,6.0,5.0,5.0,5.0,36.0,39.0,13.0,11.0,15.0,11.0,33.0,44.0,0,-1.0,0.0,3.0,-2.0,-4.0
18,13,8,2,3,6,16,20,2.39,3.29,3.0,2.0,0.0,2.0,1.0,43.0,43.0,15.0,9.0,12.0,10.0,40.0,35.0,0,-2.0,-1.0,0.0,-6.0,-2.0
7,21,3,4,7,7,9,9,19.0,7.0,1.16,7.0,3.0,4.0,2.0,47.0,43.0,17.0,10.0,30.0,18.0,38.0,51.0,1,-4.0,-2.0,-4.0,-7.0,-12.0
15,11,3,2,3,5,10,18,1.53,4.0,7.0,7.0,1.0,3.0,3.0,30.0,29.0,11.0,7.0,13.0,24.0,36.0,36.0,-1,-6.0,0.0,-1.0,-4.0,11.0
19,13,3,6,4,4,12,11,2.45,3.39,2.87,0.0,1.0,0.0,1.0,36.0,38.0,6.0,12.0,13.0,20.0,56.0,48.0,1,1.0,1.0,2.0,6.0,7.0
14,20,7,7,4,4,14,10,5.0,3.75,1.72,4.0,4.0,4.0,5.0,37.0,31.0,13.0,14.0,11.0,10.0,48.0,36.0,0,0.0,1.0,-6.0,1.0,-1.0
15,11,5,6,11,2,11,9,2.04,3.5,3.6,4.0,5.0,2.0,8.0,42.0,37.0,11.0,19.0,18.0,11.0,29.0,38.0,1,1.0,6.0,-5.0,8.0,-7.0
14,4,5,2,5,1,17,15,1.8,3.7,4.5,3.0,7.0,2.0,5.0,30.0,45.0,15.0,17.0,9.0,7.0,29.0,33.0,-1,4.0,3.0,15.0,2.0,-2.0
18,16,5,8,5,5,11,10,2.63,3.5,2.6,1.0,3.0,2.0,7.0,41.0,45.0,6.0,18.0,11.0,23.0,55.0,39.0,1,2.0,5.0,4.0,12.0,12.0
17,11,10,4,11,2,16,13,1.53,4.33,6.0,9.0,9.0,9.0,10.0,50.0,63.0,21.0,29.0,19.0,15.0,25.0,30.0,0,0.0,1.0,13.0,8.0,-4.0
15,7,8,6,3,2,16,19,1.5,4.5,6.5,7.0,6.0,7.0,10.0,51.0,38.0,23.0,20.0,12.0,12.0,37.0,35.0,1,-1.0,3.0,-13.0,-3.0,0.0
22,6,10,2,9,1,5,7,1.08,13.0,21.0,5.0,9.0,7.0,8.0,40.0,49.0,22.0,21.0,16.0,13.0,27.0,39.0,-1,4.0,1.0,9.0,-1.0,-3.0
22,13,7,5,6,3,5,11,1.8,3.75,4.5,6.0,9.0,4.0,10.0,47.0,69.0,14.0,25.0,23.0,22.0,49.0,24.0,0,3.0,6.0,22.0,11.0,-1.0
2,10,0,6,1,5,12,20,2.5,3.3,2.9,0.0,7.0,0.0,4.0,38.0,32.0,7.0,13.0,10.0,25.0,29.0,34.0,1,7.0,4.0,-6.0,6.0,15.0
14,9,4,2,4,2,14,17,1.7,3.75,5.25,5.0,4.0,4.0,3.0,47.0,33.0,15.0,6.0,10.0,11.0,36.0,61.0,-1,-1.0,-1.0,-14.0,-9.0,1.0
10,12,2,4,6,5,15,16,2.38,3.2,3.1,6.0,3.0,7.0,2.0,34.0,35.0,13.0,13.0,8.0,8.0,34.0,36.0,1,-3.0,-5.0,1.0,0.0,0.0
22,17,7,3,5,4,12,13,1.83,3.6,4.33,0.0,3.0,2.0,3.0,24.0,36.0,5.0,13.0,19.0,13.0,36.0,41.0,-1,3.0,1.0,12.0,8.0,-6.0
16,23,6,10,9,7,9,13,3.8,3.5,2.0,4.0,1.0,5.0,0.0,32.0,31.0,12.0,9.0,7.0,8.0,39.0,37.0,1,-3.0,-5.0,-1.0,-3.0,1.0
10,15,5,5,1,9,14,11,8.5,5.0,1.36,9.0,3.0,13.0,2.0,65.0,43.0,37.0,9.0,16.0,15.0,30.0,67.0,0,-6.0,-11.0,-22.0,-28.0,-1.0
15,15,6,6,9,7,13,17,3.6,3.5,2.05,1.0,4.0,3.0,3.0,25.0,28.0,9.0,9.0,12.0,13.0,43.0,35.0,-1,3.0,0.0,3.0,0.0,1.0
17,8,6,3,6,7,13,27,2.7,3.2,2.75,0.0,5.0,4.0,4.0,34.0,40.0,13.0,14.0,23.0,20.0,37.0,34.0,0,5.0,0.0,6.0,1.0,-3.0
23,15,8,2,8,7,12,13,1.73,3.6,5.25,6.0,7.0,7.0,8.0,43.0,33.0,14.0,20.0,14.0,11.0,50.0,29.0,-1,1.0,1.0,-10.0,6.0,-3.0
10,13,6,5,3,6,10,17,1.95,3.5,4.0,3.0,1.0,3.0,2.0,43.0,25.0,13.0,7.0,12.0,12.0,43.0,30.0,-1,-2.0,-1.0,-18.0,-6.0,0.0
10,14,5,8,5,5,23,12,7.5,4.5,1.44,6.0,2.0,3.0,2.0,41.0,46.0,10.0,13.0,15.0,14.0,58.0,27.0,1,-4.0,-1.0,5.0,3.0,-1.0
6,10,2,3,5,6,7,13,2.1,3.4,3.6,0.0,0.0,1.0,0.0,28.0,37.0,11.0,10.0,15.0,5.0,45.0,30.0,0,0.0,-1.0,9.0,-1.0,-10.0
14,10,5,6,7,4,19,16,2.3,3.4,3.1,1.0,6.0,0.0,8.0,36.0,34.0,9.0,15.0,13.0,7.0,41.0,35.0,0,5.0,8.0,-2.0,6.0,-6.0
17,12,6,2,6,3,17,18,1.36,5.0,8.5,7.0,1.0,5.0,3.0,37.0,28.0,13.0,8.0,25.0,16.0,38.0,46.0,-1,-6.0,-2.0,-9.0,-5.0,-9.0
14,6,1,1,6,7,17,17,1.95,3.6,3.8,5.0,6.0,4.0,5.0,40.0,59.0,15.0,20.0,20.0,24.0,32.0,44.0,0,1.0,1.0,19.0,5.0,4.0
18,8,9,5,7,0,2,6,1.44,4.75,7.0,9.0,7.0,7.0,6.0,41.0,42.0,15.0,17.0,17.0,14.0,33.0,49.0,-1,-2.0,-1.0,1.0,2.0,-3.0
17,9,5,3,2,4,9,16,1.7,3.8,5.0,0.0,9.0,0.0,13.0,27.0,61.0,4.0,32.0,20.0,17.0,40.0,35.0,-1,9.0,13.0,34.0,28.0,-3.0
12,17,6,3,0,5,16,15,2.2,3.5,3.25,6.0,3.0,8.0,4.0,69.0,34.0,20.0,13.0,29.0,16.0,27.0,39.0,-1,-3.0,-4.0,-35.0,-7.0,-13.0
17,13,6,6,4,5,15,9,1.7,4.0,4.75,4.0,1.0,4.0,0.0,33.0,34.0,11.0,10.0,14.0,13.0,33.0,39.0,0,-3.0,-4.0,1.0,-1.0,-1.0
8,4,3,1,4,1,22,22,2.2,3.3,3.4,6.0,0.0,4.0,2.0,38.0,48.0,11.0,9.0,16.0,21.0,54.0,49.0,-1,-6.0,-2.0,10.0,-2.0,5.0
15,9,2,2,5,3,7,14,2.1,3.4,3.6,0.0,1.0,4.0,2.0,26.0,43.0,9.0,11.0,11.0,21.0,40.0,28.0,0,1.0,-2.0,17.0,2.0,10.0
19,8,3,3,7,3,9,11,1.14,8.5,19.0,1.0,7.0,0.0,6.0,27.0,39.0,3.0,16.0,12.0,19.0,35.0,36.0,0,6.0,6.0,12.0,13.0,7.0
5,12,3,5,3,6,12,25,3.3,3.4,2.2,9.0,6.0,10.0,8.0,46.0,59.0,17.0,24.0,18.0,27.0,31.0,47.0,-1,-3.0,-2.0,13.0,7.0,9.0
23,14,5,3,5,3,17,19,2.8,3.25,2.6,9.0,9.0,9.0,12.0,43.0,54.0,16.0,25.0,10.0,24.0,34.0,37.0,0,0.0,3.0,11.0,9.0,14.0
6,17,2,7,4,3,15,14,7.0,4.75,1.44,6.0,3.0,5.0,3.0,54.0,31.0,18.0,8.0,17.0,12.0,45.0,34.0,1,-3.0,-2.0,-23.0,-10.0,-5.0
20,18,6,6,5,11,9,13,2.7,3.4,2.6,3.0,7.0,4.0,6.0,29.0,43.0,10.0,14.0,11.0,18.0,36.0,49.0,1,4.0,2.0,14.0,4.0,7.0
17,8,8,4,4,5,20,20,2.88,3.1,2.63,0.0,6.0,0.0,5.0,36.0,54.0,10.0,14.0,9.0,21.0,30.0,35.0,1,6.0,5.0,18.0,4.0,12.0
11,12,4,8,2,6,13,11,7.0,4.75,1.44,3.0,9.0,2.0,7.0,25.0,40.0,8.0,18.0,10.0,20.0,31.0,28.0,1,6.0,5.0,15.0,10.0,10.0
11,14,4,3,3,2,15,17,3.5,3.5,2.1,1.0,7.0,2.0,6.0,33.0,48.0,9.0,23.0,14.0,18.0,58.0,42.0,-1,6.0,4.0,15.0,14.0,4.0
13,11,4,4,3,4,10,18,2.05,3.5,3.6,3.0,3.0,3.0,3.0,38.0,37.0,10.0,11.0,19.0,13.0,25.0,36.0,0,0.0,0.0,-1.0,1.0,-6.0
9,11,3,4,4,1,9,8,1.7,3.8,5.0,6.0,3.0,6.0,4.0,52.0,43.0,21.0,13.0,16.0,13.0,46.0,37.0,-1,-3.0,-2.0,-9.0,-8.0,-3.0
22,6,8,2,8,5,11,12,1.22,6.0,13.0,9.0,0.0,9.0,1.0,49.0,48.0,23.0,17.0,22.0,15.0,40.0,33.0,-1,-9.0,-8.0,-1.0,-6.0,-7.0
22,4,9,1,5,4,4,13,1.45,4.5,7.0,4.0,3.0,3.0,2.0,28.0,32.0,7.0,10.0,10.0,13.0,26.0,44.0,-1,-1.0,-1.0,4.0,3.0,3.0
10,10,3,3,3,2,13,12,1.67,3.8,5.5,1.0,9.0,1.0,10.0,49.0,49.0,8.0,18.0,20.0,18.0,50.0,31.0,0,8.0,9.0,0.0,10.0,-2.0
16,11,2,4,6,5,15,17,2.8,3.5,2.5,3.0,4.0,6.0,2.0,60.0,32.0,23.0,9.0,27.0,7.0,44.0,41.0,1,1.0,-4.0,-28.0,-14.0,-20.0
23,11,8,3,4,4,13,13,1.85,3.5,4.5,1.0,9.0,0.0,8.0,28.0,49.0,8.0,21.0,7.0,23.0,38.0,29.0,1,8.0,8.0,21.0,13.0,16.0
11,7,6,2,2,3,15,18,5.0,3.75,1.72,4.0,6.0,11.0,6.0,41.0,39.0,17.0,11.0,18.0,12.0,26.0,37.0,0,2.0,-5.0,-2.0,-6.0,-6.0
7,16,1,8,1,9,17,7,2.25,3.7,3.0,6.0,7.0,2.0,5.0,28.0,33.0,12.0,13.0,12.0,10.0,38.0,45.0,-1,1.0,3.0,5.0,1.0,-2.0
23,11,8,4,8,7,15,13,1.44,4.75,6.5,3.0,7.0,4.0,7.0,36.0,49.0,12.0,20.0,19.0,14.0,42.0,44.0,-1,4.0,3.0,13.0,8.0,-5.0
27,5,11,2,7,3,12,12,1.22,6.5,13.0,4.0,1.0,1.0,5.0,32.0,44.0,11.0,14.0,13.0,27.0,41.0,34.0,-1,-3.0,4.0,12.0,3.0,14.0
7,15,0,7,4,6,11,16,7.5,4.5,1.44,6.0,4.0,6.0,10.0,44.0,46.0,19.0,19.0,11.0,12.0,38.0,34.0,1,-2.0,4.0,2.0,0.0,1.0
