HS,AS,HST,AST,HC,AC,HF,AF,B365H,B365D,B365A,tend_ptsH,tend_ptsA,tend_goalsH,tend_goalsA,tend_HS,tend_AS,tend_HST,tend_AST,tend_HC,tend_AC,tend_HF,tend_AF,res,dif_puntos,dif_goles,dif_shots,dif_targets,dif_corners
13,8,3,1,9,2,24,12,1.72,3.75,5.0,9.0,2.0,10.0,3.0,50.0,27.0,27.0,7.0,11.0,13.0,36.0,32.0,0,-7.0,-7.0,-23.0,-20.0,2.0
6,13,3,4,4,5,11,11,3.2,3.2,2.37,1.0,7.0,2.0,9.0,34.0,41.0,7.0,15.0,13.0,18.0,44.0,35.0,-1,6.0,7.0,7.0,8.0,5.0
9,10,1,4,6,2,18,17,2.14,3.29,3.6,4.0,2.0,3.0,3.0,39.0,56.0,18.0,13.0,20.0,17.0,41.0,28.0,1,-2.0,0.0,17.0,-5.0,-3.0
13,12,5,1,3,6,12,14,1.9,3.29,4.5,5.0,2.0,2.0,3.0,43.0,41.0,15.0,16.0,13.0,16.0,30.0,34.0,-1,-3.0,1.0,-2.0,1.0,3.0
9,11,3,4,7,3,15,17,3.5,3.5,2.1,2.0,4.0,2.0,4.0,43.0,35.0,10.0,7.0,27.0,14.0,37.0,41.0,1,2.0,2.0,-8.0,-3.0,-13.0
7,8,3,2,6,4,14,10,1.39,4.75,8.0,4.0,7.0,3.0,6.0,33.0,28.0,8.0,14.0,19.0,17.0,40.0,25.0,-1,3.0,3.0,-5.0,6.0,-2.0
18,11,7,5,6,4,18,14,2.87,3.1,2.62,3.0,3.0,2.0,3.0,44.0,27.0,14.0,10.0,19.0,8.0,36.0,42.0,-1,0.0,1.0,-17.0,-4.0,-11.0
6,20,2,9,2,5,15,9,13.0,6.0,1.25,1.0,2.0,2.0,3.0,27.0,24.0,11.0,12.0,20.0,12.0,40.0,48.0,1,1.0,1.0,-3.0,1.0,-8.0
11,12,4,4,4,7,14,16,1.75,3.5,5.25,5.0,4.0,4.0,2.0,25.0,27.0,8.0,8.0,14.0,16.0,49.0,31.0,1,-1.0,-2.0,2.0,0.0,2.0
21,10,5,5,7,3,15,15,2.0,3.5,3.79,4.0,9.0,1.0,9.0,35.0,51.0,12.0,20.0,23.0,17.0,35.0,43.0,1,5.0,8.0,16.0,8.0,-6.0
12,12,3,6,8,6,12,7,5.75,4.75,1.5,7.0,4.0,11.0,3.0,33.0,42.0,16.0,11.0,14.0,17.0,32.0,40.0,1,-3.0,-8.0,9.0,-5.0,3.0
9,8,6,4,2,2,17,16,1.55,4.2,5.5,2.0,2.0,3.0,5.0,29.0,35.0,9.0,12.0,22.0,18.0,44.0,35.0,-1,0.0,2.0,6.0,3.0,-4.0
14,10,6,3,10,7,13,15,1.44,4.33,7.0,9.0,7.0,9.0,9.0,60.0,42.0,26.0,22.0,23.0,17.0,26.0,32.0,-1,-2.0,0.0,-18.0,-4.0,-6.0
12,9,6,4,7,0,14,11,1.44,4.75,6.5,1.0,7.0,4.0,5.0,45.0,33.0,15.0,14.0,20.0,11.0,40.0,42.0,-1,6.0,1.0,-12.0,-1.0,-9.0
14,3,5,1,8,4,10,13,1.64,4.0,5.25,6.0,1.0,5.0,3.0,26.0,40.0,9.0,11.0,13.0,33.0,38.0,41.0,-1,-5.0,-2.0,14.0,2.0,20.0
16,6,5,1,12,1,16,20,1.72,3.79,4.75,4.0,5.0,3.0,5.0,25.0,46.0,8.0,15.0,15.0,25.0,39.0,32.0,-1,1.0,2.0,21.0,7.0,10.0
13,15,4,3,2,1,14,13,3.1,3.1,2.45,5.0,0.0,2.0,3.0,21.0,40.0,6.0,17.0,7.0,20.0,39.0,41.0,0,-5.0,1.0,19.0,11.0,13.0
14,4,6,4,8,0,13,18,1.19,7.5,13.0,2.0,0.0,4.0,1.0,31.0,38.0,12.0,7.0,17.0,15.0,34.0,35.0,-1,-2.0,-3.0,7.0,-5.0,-2.0
10,4,3,1,6,1,11,14,2.14,2.89,4.0,2.0,1.0,5.0,2.0,43.0,33.0,13.0,7.0,13.0,16.0,27.0,34.0,-1,-1.0,-3.0,-10.0,-6.0,3.0
7,16,2,3,2,9,6,8,2.79,3.1,2.7,4.0,4.0,4.0,2.0,30.0,39.0,13.0,16.0,16.0,24.0,36.0,38.0,0,0.0,-2.0,9.0,3.0,8.0
18,10,8,3,8,4,14,13,1.7,3.75,5.25,4.0,9.0,1.0,11.0,21.0,36.0,7.0,18.0,7.0,11.0,48.0,35.0,-1,5.0,10.0,15.0,11.0,4.0
14,4,5,3,7,2,14,18,1.8,3.39,4.75,3.0,7.0,4.0,4.0,33.0,43.0,4.0,16.0,17.0,15.0,37.0,29.0,1,4.0,0.0,10.0,12.0,-2.0
15,6,5,1,5,3,14,17,1.8,3.39,5.0,3.0,6.0,2.0,5.0,31.0,32.0,13.0,11.0,18.0,12.0,38.0,37.0,-1,3.0,3.0,1.0,-2.0,-6.0
12,10,1,4,6,6,18,13,15.0,7.5,1.18,5.0,9.0,10.0,8.0,47.0,30.0,20.0,12.0,15.0,11.0,41.0,43.0,0,4.0,-2.0,-17.0,-8.0,-4.0
8,13,4,5,4,10,11,7,2.79,3.39,2.39,4.0,0.0,4.0,3.0,25.0,41.0,12.0,14.0,16.0,18.0,27.0,43.0,0,-4.0,-1.0,16.0,2.0,2.0
15,9,8,3,5,1,10,10,1.25,5.25,15.0,0.0,4.0,3.0,7.0,41.0,47.0,12.0,15.0,21.0,18.0,47.0,35.0,-1,4.0,4.0,6.0,3.0,-3.0
13,11,1,3,6,4,18,8,2.2,3.2,3.6,0.0,6.0,2.0,2.0,30.0,29.0,6.0,9.0,18.0,7.0,42.0,44.0,-1,6.0,0.0,-1.0,3.0,-11.0
14,9,5,1,10,6,6,9,1.9,3.39,4.33,3.0,7.0,2.0,6.0,35.0,35.0,10.0,15.0,10.0,9.0,35.0,40.0,-1,4.0,4.0,0.0,5.0,-1.0
11,6,4,4,6,1,16,16,2.62,3.2,2.79,4.0,3.0,4.0,3.0,42.0,32.0,12.0,12.0,21.0,10.0,45.0,45.0,0,-1.0,-1.0,-10.0,0.0,-11.0
8,6,0,4,9,4,19,14,3.5,3.2,2.14,6.0,4.0,3.0,1.0,40.0,23.0,14.0,5.0,21.0,8.0,32.0,33.0,1,-2.0,-2.0,-17.0,-9.0,-13.0
11,10,2,2,6,4,9,10,2.29,3.5,3.0,3.0,3.0,2.0,5.0,20.0,45.0,6.0,18.0,13.0,20.0,42.0,58.0,-1,0.0,3.0,25.0,12.0,7.0
16,12,7,5,3,8,15,10,6.0,4.33,1.53,9.0,3.0,8.0,3.0,51.0,32.0,22.0,4.0,21.0,13.0,33.0,33.0,-1,-6.0,-5.0,-19.0,-18.0,-8.0
12,15,2,6,5,5,17,8,2.5,3.29,2.87,7.0,6.0,9.0,7.0,31.0,37.0,16.0,12.0,13.0,8.0,39.0,46.0,1,-1.0,-2.0,6.0,-4.0,-5.0
10,13,5,8,5,4,10,24,3.39,3.2,2.25,3.0,3.0,5.0,2.0,33.0,35.0,14.0,11.0,11.0,14.0,43.0,50.0,1,0.0,-3.0,2.0,-3.0,3.0
7,9,4,3,4,4,12,9,1.7,4.0,4.75,3.0,3.0,5.0,2.0,41.0,27.0,13.0,9.0,16.0,15.0,45.0,26.0,-1,0.0,-3.0,-14.0,-4.0,-1.0
8,8,6,4,6,4,12,18,1.75,3.5,5.25,3.0,3.0,4.0,2.0,36.0,16.0,11.0,4.0,14.0,9.0,41.0,45.0,-1,0.0,-2.0,-20.0,-7.0,-5.0
10,3,4,2,2,8,14,21,1.75,3.75,4.75,3.0,7.0,2.0,8.0,33.0,34.0,12.0,16.0,10.0,16.0,41.0,44.0,-1,4.0,6.0,1.0,4.0,6.0
21,10,14,4,5,3,11,11,1.14,8.0,19.0,9.0,3.0,6.0,3.0,25.0,24.0,11.0,6.0,9.0,14.0,43.0,38.0,-1,-6.0,-3.0,-1.0,-5.0,5.0
11,4,2,1,6,5,22,17,1.8,3.5,4.75,3.0,3.0,4.0,2.0,32.0,34.0,10.0,9.0,8.0,17.0,48.0,48.0,0,0.0,-2.0,2.0,-1.0,9.0
25,11,10,5,9,5,9,14,1.14,8.5,17.0,3.0,3.0,2.0,4.0,23.0,35.0,5.0,12.0,10.0,15.0,32.0,46.0,-1,0.0,2.0,12.0,7.0,5.0
8,15,3,2,3,9,11,16,2.0,3.5,3.7,3.0,6.0,6.0,4.0,36.0,46.0,15.0,11.0,12.0,20.0,58.0,39.0,-1,3.0,-2.0,10.0,-4.0,8.0
17,9,4,1,4,2,9,10,2.54,3.2,2.87,6.0,6.0,3.0,8.0,35.0,41.0,11.0,19.0,11.0,18.0,37.0,31.0,0,0.0,5.0,6.0,8.0,7.0
7,13,3,7,6,5,18,7,11.0,6.0,1.25,6.0,7.0,4.0,10.0,37.0,47.0,14.0,20.0,11.0,12.0,51.0,44.0,1,1.0,6.0,10.0,6.0,1.0
9,4,5,1,5,5,21,15,2.5,3.29,2.87,5.0,6.0,7.0,5.0,28.0,41.0,12.0,23.0,19.0,15.0,36.0,44.0,-1,1.0,-2.0,13.0,11.0,-4.0
20,12,5,9,7,5,7,15,9.0,6.0,1.3,3.0,4.0,3.0,4.0,29.0,38.0,8.0,11.0,11.0,14.0,47.0,52.0,1,1.0,1.0,9.0,3.0,3.0
15,8,3,3,2,5,7,19,2.5,3.25,2.89,6.0,0.0,4.0,1.0,44.0,20.0,18.0,4.0,19.0,9.0,34.0,40.0,0,-6.0,-3.0,-24.0,-14.0,-10.0
14,4,4,0,5,2,6,12,1.44,4.2,8.5,4.0,3.0,4.0,2.0,29.0,28.0,9.0,10.0,13.0,10.0,38.0,46.0,-1,-1.0,-2.0,-1.0,1.0,-3.0
13,9,3,1,2,4,12,13,1.57,4.2,5.75,4.0,6.0,3.0,4.0,54.0,37.0,13.0,15.0,18.0,17.0,35.0,46.0,-1,2.0,1.0,-17.0,2.0,-1.0
9,10,3,3,7,2,19,18,3.6,3.5,2.04,4.0,4.0,4.0,3.0,29.0,44.0,12.0,13.0,9.0,13.0,46.0,41.0,1,0.0,-1.0,15.0,1.0,4.0
14,5,3,0,9,3,17,14,1.9,3.39,4.33,3.0,6.0,4.0,4.0,31.0,31.0,13.0,12.0,11.0,14.0,43.0,41.0,-1,3.0,0.0,0.0,-1.0,3.0
13,10,3,6,6,0,13,6,6.5,4.75,1.44,3.0,6.0,3.0,13.0,28.0,45.0,9.0,24.0,14.0,18.0,30.0,35.0,1,3.0,10.0,17.0,15.0,4.0
11,12,3,6,7,5,15,18,3.5,3.6,2.04,7.0,6.0,6.0,6.0,44.0,37.0,17.0,19.0,16.0,13.0,41.0,55.0,1,-1.0,0.0,-7.0,2.0,-3.0
10,10,5,5,4,4,12,10,1.85,3.25,5.0,9.0,5.0,7.0,5.0,45.0,32.0,16.0,15.0,13.0,18.0,39.0,31.0,-1,-4.0,-2.0,-13.0,-1.0,5.0
16,10,2,4,8,1,19,7,2.2,3.6,3.1,6.0,7.0,2.0,5.0,32.0,51.0,12.0,26.0,14.0,26.0,37.0,43.0,1,1.0,3.0,19.0,14.0,12.0
18,5,8,1,7,9,10,19,1.5,4.33,6.5,3.0,3.0,2.0,3.0,32.0,34.0,9.0,14.0,11.0,16.0,36.0,46.0,-1,0.0,1.0,2.0,5.0,5.0
18,3,7,2,9,1,9,16,1.9,3.6,4.0,4.0,4.0,4.0,4.0,30.0,35.0,10.0,12.0,13.0,10.0,50.0,32.0,0,0.0,0.0,5.0,2.0,-3.0
12,10,6,1,9,3,7,13,1.12,9.0,19.0,3.0,1.0,3.0,1.0,24.0,38.0,9.0,9.0,13.0,7.0,45.0,52.0,0,-2.0,-2.0,14.0,0.0,-6.0
13,14,4,6,7,2,13,19,1.72,3.79,4.75,4.0,7.0,5.0,4.0,34.0,36.0,20.0,14.0,16.0,14.0,44.0,37.0,-1,3.0,-1.0,2.0,-6.0,-2.0
18,8,9,3,5,3,11,10,1.19,7.0,13.0,3.0,3.0,2.0,2.0,27.0,30.0,11.0,12.0,11.0,8.0,48.0,45.0,-1,0.0,0.0,3.0,1.0,-3.0
2,19,0,6,1,10,14,6,2.87,3.1,2.62,1.0,3.0,2.0,2.0,43.0,23.0,14.0,7.0,17.0,9.0,52.0,45.0,1,2.0,0.0,-20.0,-7.0,-8.0
13,5,3,1,3,3,22,19,7.5,3.6,1.57,6.0,5.0,10.0,3.0,54.0,54.0,20.0,14.0,21.0,18.0,30.0,39.0,1,-1.0,-7.0,0.0,-6.0,-3.0
27,5,6,4,13,2,15,15,1.66,4.0,5.0,1.0,6.0,3.0,3.0,30.0,44.0,13.0,17.0,11.0,17.0,48.0,25.0,1,5.0,0.0,14.0,4.0,6.0
11,8,5,2,5,2,20,29,1.44,4.5,7.5,7.0,9.0,5.0,12.0,54.0,64.0,30.0,24.0,27.0,19.0,38.0,26.0,0,2.0,7.0,10.0,-6.0,-8.0
11,9,4,3,4,2,11,17,2.25,3.39,3.2,5.0,7.0,4.0,7.0,33.0,57.0,13.0,27.0,20.0,23.0,41.0,46.0,-1,2.0,3.0,24.0,14.0,3.0
14,9,4,0,9,1,18,4,1.44,4.33,7.5,5.0,3.0,4.0,3.0,37.0,21.0,15.0,12.0,14.0,7.0,33.0,38.0,-1,-2.0,-1.0,-16.0,-3.0,-7.0
8,9,3,0,2,4,13,14,2.39,3.29,3.0,1.0,6.0,1.0,4.0,34.0,45.0,11.0,14.0,8.0,20.0,40.0,47.0,-1,5.0,3.0,11.0,3.0,12.0
7,12,2,2,0,7,15,12,9.5,5.25,1.33,5.0,1.0,3.0,2.0,46.0,51.0,15.0,16.0,15.0,21.0,34.0,55.0,0,-4.0,-1.0,5.0,1.0,6.0
11,2,1,1,5,2,17,20,1.9,3.2,4.5,3.0,7.0,3.0,6.0,43.0,45.0,17.0,18.0,13.0,16.0,31.0,49.0,0,4.0,3.0,2.0,1.0,3.0
12,23,4,9,4,6,14,7,13.0,7.0,1.19,0.0,1.0,0.0,2.0,25.0,34.0,7.0,11.0,19.0,13.0,42.0,44.0,0,1.0,2.0,9.0,4.0,-6.0
9,16,3,4,2,1,13,11,2.62,3.2,2.79,0.0,4.0,2.0,3.0,24.0,28.0,8.0,9.0,6.0,8.0,45.0,44.0,-1,4.0,1.0,4.0,1.0,2.0
13,12,4,3,2,6,11,12,2.79,3.39,2.5,4.0,3.0,2.0,1.0,38.0,31.0,10.0,10.0,6.0,13.0,46.0,40.0,-1,-1.0,-1.0,-7.0,0.0,7.0
17,11,7,3,5,3,11,20,2.6,3.29,2.75,3.0,9.0,3.0,8.0,34.0,53.0,14.0,20.0,13.0,17.0,39.0,35.0,-1,6.0,5.0,19.0,6.0,4.0
19,4,8,1,9,5,11,11,1.44,4.75,6.5,9.0,4.0,8.0,5.0,62.0,41.0,20.0,18.0,21.0,12.0,28.0,42.0,-1,-5.0,-3.0,-21.0,-2.0,-9.0
13,7,5,3,7,2,13,8,1.75,3.75,4.75,0.0,4.0,0.0,3.0,32.0,39.0,11.0,13.0,6.0,15.0,44.0,38.0,-1,4.0,3.0,7.0,2.0,9.0
18,7,12,4,8,1,6,18,1.08,11.0,26.0,4.0,3.0,3.0,2.0,40.0,35.0,13.0,13.0,14.0,13.0,49.0,46.0,-1,-1.0,-1.0,-5.0,0.0,-1.0
15,7,1,2,3,4,12,15,1.5,4.33,6.5,7.0,7.0,4.0,5.0,45.0,41.0,16.0,22.0,21.0,21.0,40.0,32.0,0,0.0,1.0,-4.0,6.0,0.0
18,9,7,1,4,1,17,11,1.16,7.5,17.0,4.0,0.0,2.0,2.0,26.0,35.0,11.0,7.0,10.0,8.0,38.0,43.0,-1,-4.0,0.0,9.0,-4.0,-2.0
11,12,6,4,1,7,20,19,2.37,2.79,3.5,7.0,3.0,7.0,3.0,44.0,19.0,19.0,11.0,19.0,8.0,53.0,38.0,-1,-4.0,-4.0,-25.0,-8.0,-11.0
11,24,7,6,2,9,16,6,2.04,3.5,3.5,0.0,6.0,2.0,2.0,47.0,37.0,16.0,12.0,23.0,7.0,53.0,39.0,-1,6.0,0.0,-10.0,-4.0,-16.0
7,11,1,2,5,4,18,7,2.29,3.0,3.39,7.0,7.0,6.0,3.0,49.0,39.0,19.0,13.0,18.0,13.0,42.0,31.0,0,0.0,-3.0,-10.0,-6.0,-5.0
11,13,4,7,4,4,20,22,5.0,4.33,1.61,3.0,1.0,1.0,1.0,28.0,35.0,6.0,13.0,10.0,16.0,42.0,47.0,1,-2.0,0.0,7.0,7.0,6.0
8,15,2,4,4,7,13,14,2.0,3.5,3.79,6.0,3.0,6.0,2.0,57.0,30.0,18.0,10.0,20.0,20.0,48.0,44.0,0,-3.0,-4.0,-27.0,-8.0,0.0
7,14,1,2,3,7,15,14,1.9,3.39,4.33,6.0,9.0,3.0,10.0,46.0,56.0,13.0,22.0,10.0,21.0,35.0,31.0,0,3.0,7.0,10.0,9.0,11.0
15,10,4,4,8,3,11,11,1.66,3.5,6.0,9.0,4.0,6.0,3.0,34.0,44.0,18.0,15.0,11.0,18.0,36.0,46.0,0,-5.0,-3.0,10.0,-3.0,7.0
7,14,2,10,4,2,12,9,10.0,6.0,1.28,0.0,3.0,1.0,4.0,13.0,38.0,7.0,11.0,6.0,17.0,34.0,46.0,1,3.0,3.0,25.0,4.0,11.0
16,10,2,3,8,3,10,7,1.85,3.89,4.0,1.0,1.0,1.0,2.0,31.0,21.0,9.0,8.0,16.0,11.0,42.0,46.0,1,0.0,1.0,-10.0,-1.0,-5.0
24,5,13,2,6,1,7,11,1.14,9.0,15.0,3.0,7.0,4.0,7.0,37.0,45.0,12.0,19.0,8.0,17.0,39.0,52.0,-1,4.0,3.0,8.0,7.0,9.0
14,8,6,4,4,6,13,14,2.14,3.1,3.75,4.0,9.0,4.0,9.0,33.0,55.0,15.0,19.0,9.0,28.0,33.0,46.0,0,5.0,5.0,22.0,4.0,19.0
20,14,6,8,3,6,18,16,4.5,4.0,1.72,7.0,0.0,4.0,1.0,31.0,37.0,11.0,14.0,9.0,7.0,33.0,42.0,-1,-7.0,-3.0,6.0,3.0,-2.0
18,16,6,4,6,4,14,16,1.44,4.5,7.5,3.0,0.0,4.0,0.0,32.0,30.0,13.0,4.0,12.0,18.0,53.0,43.0,-1,-3.0,-4.0,-2.0,-9.0,6.0
9,6,4,3,2,1,13,15,1.36,4.75,9.5,1.0,6.0,3.0,6.0,27.0,57.0,8.0,20.0,11.0,25.0,46.0,43.0,0,5.0,3.0,30.0,12.0,14.0
9,12,0,7,8,2,18,14,2.75,3.2,2.7,6.0,7.0,5.0,6.0,26.0,52.0,11.0,20.0,18.0,32.0,40.0,31.0,1,1.0,1.0,26.0,9.0,14.0
17,7,6,6,6,2,17,12,2.7,3.1,2.79,1.0,6.0,1.0,6.0,28.0,38.0,7.0,14.0,14.0,11.0,49.0,36.0,0,5.0,5.0,10.0,7.0,-3.0
16,10,9,6,1,1,12,15,2.25,3.1,3.5,3.0,9.0,2.0,6.0,26.0,38.0,10.0,15.0,11.0,6.0,45.0,32.0,-1,6.0,4.0,12.0,5.0,-5.0
15,11,6,5,7,3,15,13,6.5,5.0,1.44,4.0,3.0,4.0,3.0,43.0,38.0,14.0,13.0,20.0,15.0,55.0,53.0,1,-1.0,-1.0,-5.0,-1.0,-5.0
11,8,3,3,4,2,14,16,2.54,3.0,3.0,6.0,1.0,8.0,1.0,64.0,41.0,20.0,9.0,29.0,19.0,29.0,48.0,0,-5.0,-7.0,-23.0,-11.0,-10.0
12,14,3,1,5,4,18,12,3.25,3.25,2.29,0.0,4.0,1.0,3.0,31.0,54.0,11.0,14.0,2.0,17.0,32.0,32.0,-1,4.0,2.0,23.0,3.0,15.0
15,3,5,2,6,2,19,7,3.0,3.25,2.45,0.0,2.0,2.0,3.0,36.0,32.0,9.0,13.0,18.0,8.0,43.0,29.0,1,2.0,1.0,-4.0,4.0,-10.0
12,12,2,5,8,10,13,8,3.0,3.39,2.37,7.0,1.0,5.0,1.0,36.0,23.0,19.0,8.0,25.0,11.0,27.0,39.0,1,-6.0,-4.0,-13.0,-11.0,-14.0
11,7,4,3,9,1,12,9,4.0,3.2,2.04,4.0,9.0,5.0,7.0,32.0,24.0,15.0,11.0,12.0,10.0,52.0,47.0,1,5.0,2.0,-8.0,-4.0,-2.0
28,10,7,4,11,0,11,12,1.25,6.5,10.0,9.0,4.0,8.0,4.0,46.0,44.0,18.0,11.0,25.0,26.0,38.0,37.0,1,-5.0,-4.0,-2.0,-7.0,1.0
15,3,8,1,5,2,25,20,1.72,3.79,4.75,3.0,9.0,3.0,6.0,31.0,31.0,9.0,12.0,15.0,11.0,48.0,40.0,-1,6.0,3.0,0.0,3.0,-4.0
7,9,3,2,5,2,19,16,1.8,3.39,5.0,6.0,7.0,5.0,7.0,44.0,45.0,12.0,17.0,10.0,19.0,38.0,44.0,-1,1.0,2.0,1.0,5.0,9.0
17,6,2,3,6,5,18,11,2.54,3.0,3.1,9.0,3.0,7.0,5.0,35.0,38.0,16.0,14.0,8.0,16.0,34.0,40.0,1,-6.0,-2.0,3.0,-2.0,8.0
10,19,5,8,3,7,10,15,6.5,4.33,1.5,4.0,1.0,3.0,2.0,60.0,31.0,15.0,11.0,25.0,15.0,32.0,43.0,0,-3.0,-1.0,-29.0,-4.0,-10.0
11,13,5,3,7,5,19,12,1.57,4.0,6.0,3.0,1.0,2.0,2.0,29.0,35.0,14.0,15.0,8.0,10.0,40.0,44.0,0,-2.0,0.0,6.0,1.0,2.0
14,8,8,1,4,1,23,20,1.66,3.5,6.0,1.0,7.0,1.0,5.0,45.0,38.0,8.0,15.0,17.0,29.0,41.0,29.0,-1,6.0,4.0,-7.0,7.0,12.0
16,9,8,2,3,6,10,22,1.05,15.0,34.0,3.0,6.0,4.0,4.0,41.0,24.0,12.0,8.0,14.0,9.0,36.0,49.0,-1,3.0,0.0,-17.0,-4.0,-5.0
8,9,4,5,5,6,14,11,2.89,3.25,2.5,7.0,3.0,5.0,3.0,21.0,34.0,9.0,9.0,7.0,16.0,43.0,49.0,-1,-4.0,-2.0,13.0,0.0,9.0
14,9,3,5,12,0,16,18,1.5,4.33,6.5,0.0,3.0,2.0,3.0,25.0,28.0,9.0,13.0,7.0,5.0,51.0,23.0,1,3.0,1.0,3.0,4.0,-2.0
4,14,2,5,4,3,13,17,2.54,3.39,2.75,7.0,6.0,5.0,6.0,38.0,62.0,12.0,16.0,26.0,29.0,32.0,33.0,1,-1.0,1.0,24.0,4.0,3.0
17,11,7,5,9,7,16,14,1.61,4.0,5.5,1.0,6.0,1.0,4.0,29.0,33.0,10.0,10.0,13.0,26.0,47.0,39.0,-1,5.0,3.0,4.0,0.0,13.0
9,10,5,5,5,0,11,16,1.39,4.2,10.0,7.0,2.0,5.0,3.0,48.0,36.0,17.0,15.0,18.0,18.0,42.0,51.0,-1,-5.0,-2.0,-12.0,-2.0,0.0
15,7,4,3,3,1,20,16,2.54,3.29,2.7,4.0,6.0,3.0,5.0,48.0,33.0,12.0,14.0,22.0,7.0,33.0,41.0,1,2.0,2.0,-15.0,2.0,-15.0
22,9,3,2,14,1,11,21,2.04,3.6,3.29,6.0,6.0,4.0,8.0,25.0,43.0,9.0,16.0,4.0,10.0,20.0,36.0,1,0.0,4.0,18.0,7.0,6.0
14,18,5,11,7,7,14,10,2.1,3.75,3.1,0.0,5.0,1.0,4.0,25.0,37.0,10.0,14.0,13.0,10.0,43.0,43.0,1,5.0,3.0,12.0,4.0,-3.0
7,9,4,1,2,3,18,22,5.0,3.5,1.72,4.0,6.0,1.0,7.0,25.0,46.0,7.0,16.0,13.0,18.0,37.0,40.0,-1,2.0,6.0,21.0,9.0,5.0
16,19,6,7,6,9,7,6,2.7,3.25,2.62,0.0,9.0,1.0,6.0,43.0,48.0,15.0,13.0,13.0,28.0,47.0,38.0,1,9.0,5.0,5.0,-2.0,15.0
10,10,5,3,4,4,14,18,2.14,3.2,3.5,3.0,3.0,2.0,3.0,22.0,29.0,6.0,9.0,11.0,10.0,42.0,44.0,-1,0.0,1.0,7.0,3.0,-1.0
16,6,6,1,3,2,14,18,2.0,3.39,3.75,0.0,4.0,2.0,2.0,36.0,46.0,10.0,7.0,14.0,16.0,50.0,44.0,-1,4.0,0.0,10.0,-3.0,2.0
14,9,5,4,4,5,9,18,2.25,3.5,3.0,6.0,6.0,5.0,3.0,66.0,27.0,16.0,10.0,28.0,12.0,32.0,44.0,-1,0.0,-2.0,-39.0,-6.0,-16.0
13,17,7,6,3,1,23,11,1.75,3.6,5.0,3.0,5.0,5.0,4.0,36.0,21.0,14.0,9.0,14.0,6.0,40.0,43.0,-1,2.0,-1.0,-15.0,-5.0,-8.0
10,10,3,2,6,5,21,17,2.7,3.0,2.89,5.0,7.0,3.0,5.0,39.0,56.0,12.0,18.0,15.0,21.0,43.0,33.0,0,2.0,2.0,17.0,6.0,6.0
18,10,2,4,3,4,15,15,2.0,3.39,3.79,5.0,4.0,2.0,6.0,45.0,47.0,7.0,15.0,19.0,15.0,36.0,32.0,1,-1.0,4.0,2.0,8.0,-4.0
23,10,11,3,6,3,12,10,1.08,13.0,23.0,1.0,3.0,3.0,3.0,31.0,34.0,14.0,7.0,23.0,15.0,49.0,40.0,-1,2.0,0.0,3.0,-7.0,-8.0
14,8,5,3,9,2,6,25,2.5,3.29,2.87,3.0,1.0,2.0,2.0,29.0,47.0,8.0,10.0,15.0,17.0,37.0,48.0,0,-2.0,0.0,18.0,2.0,2.0
10,8,3,5,2,2,11,19,2.29,3.39,3.1,1.0,1.0,2.0,2.0,32.0,27.0,7.0,9.0,10.0,17.0,44.0,42.0,1,0.0,0.0,-5.0,2.0,7.0
9,7,2,0,1,7,20,25,2.2,3.25,3.5,4.0,1.0,3.0,0.0,30.0,42.0,14.0,15.0,9.0,12.0,42.0,41.0,-1,-3.0,-3.0,12.0,1.0,3.0
10,11,4,0,4,4,14,16,1.19,6.5,15.0,6.0,9.0,5.0,7.0,36.0,27.0,12.0,11.0,19.0,8.0,36.0,25.0,-1,3.0,2.0,-9.0,-1.0,-11.0
15,7,3,3,5,6,13,13,2.75,3.29,2.6,3.0,2.0,4.0,1.0,26.0,23.0,10.0,4.0,9.0,11.0,43.0,43.0,-1,-1.0,-3.0,-3.0,-6.0,2.0
7,10,1,2,6,6,14,9,2.14,3.39,3.39,5.0,9.0,4.0,8.0,27.0,60.0,12.0,21.0,12.0,24.0,41.0,36.0,0,4.0,4.0,33.0,9.0,12.0
16,10,6,2,8,5,22,14,1.28,5.75,9.5,6.0,4.0,7.0,4.0,44.0,31.0,19.0,11.0,16.0,13.0,38.0,42.0,0,-2.0,-3.0,-13.0,-8.0,-3.0
8,12,3,5,8,6,9,17,2.04,3.5,3.6,9.0,6.0,11.0,7.0,56.0,33.0,22.0,13.0,17.0,12.0,35.0,45.0,1,-3.0,-4.0,-23.0,-9.0,-5.0
9,16,5,6,2,4,18,13,6.0,4.33,1.53,1.0,6.0,1.0,4.0,26.0,34.0,8.0,11.0,12.0,23.0,41.0,39.0,1,5.0,3.0,8.0,3.0,11.0
12,14,3,3,8,6,11,13,3.25,3.39,2.25,1.0,5.0,1.0,4.0,25.0,43.0,6.0,11.0,4.0,15.0,37.0,33.0,1,4.0,3.0,18.0,5.0,11.0
9,4,4,2,3,2,15,19,4.75,3.79,1.72,7.0,3.0,10.0,3.0,39.0,34.0,20.0,10.0,12.0,21.0,41.0,34.0,1,-4.0,-7.0,-5.0,-10.0,9.0
18,9,2,5,5,0,10,12,1.53,4.33,6.0,1.0,7.0,0.0,7.0,52.0,63.0,16.0,21.0,21.0,25.0,41.0,30.0,1,6.0,7.0,11.0,5.0,4.0
