version;datetime;validation;test;activation;b1;b2;batch_size;dims;dropout;factor;factor_flag;factor_scaler;learning_rate;len_test;len_train;len_val;method;mode;momentum;n_units_l1;n_units_l2;n_units_l3;n_units_l4;n_units_l5;neg_slope;nesterov;num_hidden_layers;optim;scaler
103;2024-01-13 19:42:15.753000;0,527539074420929;;leaky_relu;0,9066542735475737;0,12614774648907418;256;23,0;0,3238013373320053;94,0;True;normalizer;0,010798751296969174;2631;17667;5269;anova;dropout;;27;13,0;;;;0,08801651268743832;;2;adam;minmax
104;2024-01-13 19:42:39.247425;0,534960925579071;;leaky_relu;0,8187079398100777;0,20291646465024007;256;22,0;0,441669921640976;98,0;True;normalizer;0,01611479864684526;2631;17667;5269;anova;dropout;;22;5,0;;;;0,07523118097199717;;2;adam;minmax
105;2024-01-13 19:43:02.969429;0,5322265625;;leaky_relu;0,8289761935598631;0,2318689772509338;256;22,0;0,43596760124680645;98,0;True;normalizer;0,015088090688192453;2631;17667;5269;anova;dropout;;20;5,0;;;;0,06967073697525285;;2;adam;minmax
106;2024-01-13 19:43:27.640735;0,4594131112098694;;leaky_relu;0,82502360915258;0,2030582979470855;128;21,0;0,4137744328267846;87,0;True;normalizer;0,00818582043079023;2631;17667;5269;pca;dropout;;25;6,0;;;;0,07594057849351488;;2;adam;minmax
107;2024-01-13 19:44:03.076116;0,5296875238418579;;leaky_relu;0,7789201545548099;0,09801400763091542;256;15,0;0,37458929327040347;100,0;True;normalizer;0,02758738069112627;2631;17667;5269;anova;dropout;;26;4,0;;;;0,07528291517624318;;2;adam;minmax
108;2024-01-13 19:44:26.060681;0,5308593511581421;;leaky_relu;0,8827398817108576;0,24610458444018704;256;;0,39764997177998496;97,0;True;normalizer;0,012736427295187038;2631;17667;5269;;dropout;;23;14,0;;;;0,06518060298046;;2;adam;minmax
109;2024-01-13 19:44:53.175910;0,531445324420929;;leaky_relu;0,8025624416431294;0,14662040595515838;256;23,0;0,4478986002008346;89,0;True;normalizer;0,0221464407084148;2631;17667;5269;anova;dropout;;18;6,0;;;;0,08046511771663784;;2;adam;normalizer
110;2024-01-13 19:45:18.344527;0,48847657442092896;;leaky_relu;0,8154315072087964;0,05685928548048522;256;24,0;0,4257597799059744;2,0;True;minmax;0,033596792837395736;2631;17667;5269;anova;dropout;;21;;;;;0,08477372712843032;;1;adam;minmax
111;2024-01-13 19:45:51.764296;0,5341796875;;leaky_relu;0,7232985642001918;0,2799277096358773;256;25,0;0,4817355714884505;77,0;True;normalizer;0,017004259227186236;2631;17667;5269;anova;dropout;;22;7,0;;;;0,07627606563567;;2;adam;minmax
112;2024-01-13 19:46:16.162519;0,5345703363418579;;leaky_relu;0,7012068641670562;0,20318383976951784;256;27,0;0,45936991161252816;94,0;True;normalizer;0,009853001435406496;2631;17667;5269;anova;dropout;;22;11,0;;;;0,0806409013155901;;2;adam;minmax
113;2024-01-13 19:46:40.348256;0,5335937738418579;;leaky_relu;0,7809242030050747;0,2123077788529748;256;27,0;0,45771960403803635;93,0;True;normalizer;0,00996422105935994;2631;17667;5269;anova;dropout;;23;11,0;;;;0,08018583697998843;;2;adam;minmax
114;2024-01-13 19:47:05.425203;0,5335937738418579;;leaky_relu;0,6964443982833506;0,16764460853218688;256;22,0;0,43873325866462953;94,0;True;normalizer;0,007253414517765076;2631;17667;5269;anova;dropout;;22;8,0;;;;0,0827721267021593;;2;adam;minmax
115;2024-01-13 19:47:27.820677;0,533398449420929;;leaky_relu;0,7681147743276682;0,24334226125406216;256;25,0;0,3872810709516443;87,0;True;normalizer;0,011579904394547643;2631;17667;5269;anova;dropout;;24;10,0;;;;0,0706790392003893;;2;adam;minmax
116;2024-01-13 19:47:51.247823;0,5283203125;;leaky_relu;0,7216882038997496;0,19582762817631388;256;24,0;;39,0;True;normalizer;0,008695675651752756;2631;17667;5269;anova;batchnorm;;20;9,0;;;;0,07694096819999914;;2;adam;minmax
117;2024-01-13 19:48:46.228409;0,2515625059604645;;leaky_relu;0,8318327084047223;0,3029271136461058;256;26,0;0,4101333703746117;7,0;True;maxabs;0,014392818187612417;2631;17667;5269;anova;dropout;;21;5,0;;;;0,07978488952093774;;2;adam;minmax
118;2024-01-13 19:49:10.771979;0,535351574420929;;leaky_relu;0,6878130774632615;0,1285313627275827;256;27,0;0,4606914799114587;90,0;True;normalizer;0,009991411936360491;2631;17667;5269;anova;dropout;;23;11,0;;;;0,08488928348368531;;2;adam;minmax
119;2024-01-13 19:49:36.396941;0,5296875238418579;;leaky_relu;0,6849576368087694;0,11593100806269746;256;27,0;0,45960056316945813;91,0;True;normalizer;0,022308330464962202;2631;17667;5269;anova;dropout;;26;15,0;;;;0,08914232789941114;;2;adam;minmax
120;2024-01-13 19:50:02.085058;0,534375011920929;;leaky_relu;0,6515927185031463;0,1525882495700386;256;28,0;0,47378669627779835;53,0;True;normalizer;0,005319993408884682;2631;17667;5269;anova;dropout;;3;11,0;;;;0,08614413533126315;;2;adam;minmax
121;2024-01-13 19:50:25.511113;0,5341796875;;leaky_relu;0,729003393717473;0,22260732856159315;256;25,0;0,4350601805650814;95,0;True;normalizer;0,007007638654563812;2631;17667;5269;anova;dropout;;23;12,0;;;;0,08436814827674503;;2;adam;minmax
122;2024-01-13 19:50:50.247443;0,5345703363418579;;leaky_relu;0,7682890574006902;0,14954246415418296;256;24,0;0,4047907629333984;98,0;True;normalizer;0,01038150891253275;2631;17667;5269;anova;dropout;;24;11,0;;;;0,0785893705367202;;2;adam;minmax
123;2024-01-13 19:51:15.158599;0,5337890386581421;;leaky_relu;0,7565224320824484;0,1562697892872162;256;24,0;0,3980003341785405;98,0;True;normalizer;0,009714272903805287;2631;17667;5269;anova;dropout;;24;13,0;;;;0,0744529539420305;;2;adam;minmax
124;2024-01-13 19:51:38.812785;0,533007800579071;;leaky_relu;0,7020420528287529;0,11548000228281774;256;26,0;0,3777516557846866;100,0;True;normalizer;0,008006965080122488;2631;17667;5269;anova;dropout;;25;14,0;;;;0,0777549989575517;;2;adam;minmax
125;2024-01-13 19:52:03.801446;0,533203125;;leaky_relu;0,7754113167198663;0,18578310763254186;256;25,0;0,49435361552385815;89,0;True;normalizer;0,011730743329536388;2631;17667;5269;anova;dropout;;22;11,0;;;;0,08047991402170232;;2;adam;minmax
126;2024-01-13 19:52:33.469904;0,5335937738418579;;leaky_relu;0,7435474996445713;0,27188613053676164;256;27,0;0,350376755923164;95,0;True;normalizer;0,015802636885349688;2631;17667;5269;anova;dropout;;28;4,0;;;;0,09030428001603956;;2;adam;minmax
127;2024-01-13 19:52:57.302153;0,5325838327407837;;leaky_relu;0,6859834175538752;0,1411343303072638;128;26,0;0,46323807107693477;18,0;True;normalizer;0,012745089050830846;2631;17667;5269;anova;dropout;;23;7,0;;;;0,08291527844375887;;2;adam;minmax
128;2024-01-13 19:53:39.011364;0,4594131112098694;;leaky_relu;0,6300834818617674;0,06186636275781798;64;24,0;0,41241452112205146;91,0;True;normalizer;0,004319984147743427;2631;17667;5269;pca;dropout;;22;13,0;;;;0,08613386185648736;;2;adam;minmax
129;2024-01-13 19:54:37.349525;0,5328124761581421;;leaky_relu;0,8027104523752581;0,30483091004437285;256;25,0;0,4410711466184004;98,0;True;normalizer;0,006529893467702569;2631;17667;5269;anova;dropout;;24;5,0;;;;0,07197694415640435;;2;adam;normalizer
130;2024-01-13 19:55:02.540225;0,524218738079071;;leaky_relu;0,6723818145349825;0,2408062226009717;256;;0,48607873133442564;;False;;0,018955801342454625;2631;17667;5269;;dropout;;20;12,0;;;;0,07827750058197566;;2;adam;minmax
131;2024-01-13 19:55:27.737100;0,5337890386581421;;leaky_relu;0,8678291515991168;0,20606942430101027;256;23,0;0,417982048448938;92,0;True;normalizer;0,010336599323473203;2631;17667;5269;anova;dropout;;21;10,0;;;;0,08291418099802061;;2;adam;minmax
132;2024-01-13 19:55:52.830427;0,5337890386581421;;leaky_relu;0,7186972838746172;0,2580885349675408;256;22,0;0,39197577301005926;86,0;True;normalizer;0,009217059483186745;2631;17667;5269;anova;dropout;;21;9,0;;;;0,0868971921686971;;2;adam;minmax
133;2024-01-13 19:56:15.789137;0,533398449420929;;leaky_relu;0,7873373724164328;0,1644948353449464;256;23,0;0,42609594399216616;96,0;True;normalizer;0,013704827656415822;2631;17667;5269;anova;dropout;;22;11,0;;;;0,08022936696465391;;2;adam;minmax
134;2024-01-13 19:56:39.558251;0,529296875;;leaky_relu;0,652440757985067;0,22607329688551706;256;24,0;0,4428650896861795;94,0;True;normalizer;0,00788510715271756;2631;17667;5269;anova;dropout;;23;10,0;;;;0,0897863892693413;;2;adam;minmax
135;2024-01-13 19:57:04.528304;0,33417969942092896;;leaky_relu;0,7396010392886145;0,2848625772175575;256;23,0;0,40199860097622764;9,0;True;minmax;0,010834151502349749;2631;17667;5269;anova;dropout;;24;8,0;;;;0,07480521476862735;;2;adam;minmax
136;2024-01-13 19:57:28.081900;0,5347656011581421;;leaky_relu;0,8104034659782403;0,1843545531992929;256;28,0;0,5061884008615305;88,0;True;normalizer;0,017555282568222166;2631;17667;5269;anova;dropout;;25;6,0;;;;0,08391153489402506;;2;adam;minmax
137;2024-01-13 19:57:57.296525;0,5341796875;;leaky_relu;0,8183596881947793;0,18191174500036963;256;28,0;0,4568537194223175;71,0;True;normalizer;0,017325669790171017;2631;17667;5269;anova;dropout;;26;6,0;;;;0,08419449318114212;;2;adam;minmax
138;2024-01-13 19:58:21.249382;0,4859375059604645;;leaky_relu;0,7582710554763225;0,14106358565899724;256;29,0;;80,0;True;normalizer;0,024466769373754985;2631;17667;5269;anova;batchnorm;;25;7,0;;;;0,09172650304415567;;2;adam;maxabs
139;2024-01-13 19:58:45.231565;0,2515625059604645;;leaky_relu;0,7059625592053738;0,32458233009054593;256;28,0;0,5018522528174119;5,0;True;maxabs;0,015690842610996993;2631;17667;5269;anova;dropout;;24;6,0;;;;0,0777952838944525;;2;adam;minmax
140;2024-01-13 19:59:08.944590;0,534960925579071;;leaky_relu;0,8461361315746476;0,20805009860162763;256;29,0;0,5058912761409777;88,0;True;normalizer;0,02023412822455303;2631;17667;5269;anova;dropout;;25;14,0;;;;0,08746988183277479;;2;adam;minmax
141;2024-01-13 19:59:35.998725;0,5316406488418579;;leaky_relu;0,8553643895854992;0,2076531766358809;256;28,0;0,5073913445533589;88,0;True;normalizer;0,020708910814938437;2631;17667;5269;anova;dropout;;25;14,0;;;;0,08747892265018195;;2;adam;minmax
142;2024-01-13 20:00:04.827120;0,5316406488418579;;leaky_relu;0,8419568862014203;0,2597299567969027;256;29,0;0,4686606044104003;85,0;True;normalizer;0,030296461255059606;2631;17667;5269;anova;dropout;;23;12,0;;;;0,08139186914500952;;2;adam;minmax
143;2024-01-13 20:00:28.629430;0,5328124761581421;;leaky_relu;0,8089394001196527;0,1794054792259731;256;27,0;0,5109871214019885;90,0;True;normalizer;0,022264531159784117;2631;17667;5269;anova;dropout;;26;15,0;;;;0,0845267477624158;;2;adam;minmax
144;2024-01-13 20:00:52.441403;0,533007800579071;;leaky_relu;0,7703731330915213;0,2310767421353659;256;26,0;0,4783697554364885;92,0;True;normalizer;0,026860727393135043;2631;17667;5269;anova;dropout;;25;13,0;;;;0,0898020647659436;;2;adam;minmax
145;2024-01-13 20:01:16.438539;0,534960925579071;;leaky_relu;0,7307444851499896;0,12173091158289193;256;29,0;0,48481225514784687;83,0;True;normalizer;0,01378022323807985;2631;17667;5269;anova;dropout;;23;3,0;;;;0,08694566931730552;;2;adam;minmax
146;2024-01-13 20:01:41.118014;0,533007800579071;;selu;0,7299240956495153;0,1163120564011778;256;30,0;0,49009905450655317;79,0;True;normalizer;0,01823489611462333;2631;17667;5269;anova;dropout;;22;3,0;;;;;;2;adam;minmax
147;2024-01-13 20:02:12.560640;0,534960925579071;;leaky_relu;0,8852931645865236;0,2838935928130221;256;29,0;0,5288521992180835;74,0;True;normalizer;0,014134985400966976;2631;17667;5269;anova;dropout;;23;3,0;;;;0,09452802683300704;;2;adam;minmax
148;2024-01-13 20:02:38.110385;0,5355468988418579;;leaky_relu;0,8847792189519064;0,28849151990102756;256;29,0;0,5356068382508009;82,0;True;normalizer;0,014585976321136507;2631;17667;5269;anova;dropout;;23;3,0;;;;0,09549675924488213;;2;adam;minmax
149;2024-01-13 20:03:04.870714;0,5299161672592163;;leaky_relu;0,9049035025985216;0,29694550647515194;64;30,0;0,5334668510246314;74,0;True;normalizer;0,014112085911269613;2631;17667;5269;anova;dropout;;29;3,0;;;;0,09563525505530279;;2;adam;minmax
150;2024-01-13 20:04:04.480138;0,5355468988418579;;leaky_relu;0,8863445443233261;0,3392050704980355;256;29,0;0,5487560618008749;82,0;True;normalizer;0,015425081283525148;2631;17667;5269;anova;dropout;;23;4,0;;;;0,09616824912918359;;2;adam;minmax
151;2024-01-13 20:04:36.855374;0,535351574420929;;leaky_relu;0,8872842909239927;0,34926430001118874;256;29,0;0,5373386195011183;83,0;True;normalizer;0,015008581906917355;2631;17667;5269;anova;dropout;;23;4,0;;;;0,09683804119523685;;2;adam;minmax
152;2024-01-13 20:05:01.033284;0,535351574420929;;leaky_relu;0,8796479060499381;0,3471572516000205;256;29,0;0,5442972269992099;81,0;True;normalizer;0,012377787221219337;2631;17667;5269;anova;dropout;;23;4,0;;;;0,09662843464837922;;2;adam;minmax
153;2024-01-13 20:05:27.107361;0,5355468988418579;;leaky_relu;0,8802892038504251;0,3531539903991562;256;29,0;0,5374720835770406;81,0;True;normalizer;0,01958564809773206;2631;17667;5269;anova;dropout;;23;3,0;;;;0,09754572041905193;;2;adam;minmax
154;2024-01-13 20:05:55.272891;0,5335937738418579;;leaky_relu;0,8820609766109624;0,3509733116007437;256;29,0;0,5440711594811315;83,0;True;normalizer;0,019714334264559503;2631;17667;5269;anova;dropout;;23;3,0;;;;0,0973917332072615;;2;adam;minmax
155;2024-01-13 20:06:35.541186;0,5345703363418579;;leaky_relu;0,9351497170553057;0,37446839317778297;256;29,0;0,5241098463617749;81,0;True;normalizer;0,023341911476267116;2631;17667;5269;anova;dropout;;23;4,0;;;;0,09409234246495926;;2;adam;minmax
156;2024-01-13 20:06:59.091151;0,5263671875;;leaky_relu;0,885007182807748;0,34308479973484585;256;29,0;0,5693311175367046;;False;;0,01592492421969948;2631;17667;5269;anova;dropout;;24;4,0;;;;0,09672437757892194;;2;adam;minmax
157;2024-01-13 20:07:53.056361;0,5361328125;;leaky_relu;0,8712800015343217;0,3364302224316661;256;30,0;0,5433095964680013;81,0;True;normalizer;0,012447835957471976;2631;17667;5269;anova;dropout;;24;3,0;;;;0,09376450446363327;;2;adam;minmax
158;2024-01-13 20:08:24.216869;0,5221036672592163;;leaky_relu;0,9296243521865066;0,39921403641961667;32;30,0;0,5782540074472241;82,0;True;normalizer;0,012267306553707473;2631;17667;5269;anova;dropout;;24;4,0;;;;0,09308012466214216;;2;adam;normalizer
159;2024-01-13 20:11:52.262343;0,4594131112098694;;leaky_relu;0,911623653662651;0,32846472590980214;128;30,0;0,545016731112327;78,0;True;normalizer;0,019773217501694113;2631;17667;5269;pca;dropout;;23;3,0;;;;0,09863724290036013;;2;adam;minmax
160;2024-01-13 20:12:28.408463;0,526171863079071;;relu;0,8521753061420313;0,3549503809769207;256;;0,5137733444449432;77,0;True;normalizer;0,01624898365384296;2631;17667;5269;;dropout;;25;5,0;;;;;;2;adam;minmax
161;2024-01-13 20:13:01.263212;0,534960925579071;;leaky_relu;0,8703650559200603;0,3154586135633988;256;30,0;0,5333675897303005;83,0;True;normalizer;0,012862140662620414;2631;17667;5269;anova;dropout;;23;3,0;;;;0,09506856630451059;;2;adam;minmax
162;2024-01-13 20:13:27.407406;0,535937488079071;;leaky_relu;0,8924808873639931;0,28301413188703284;256;29,0;0,5461357258402677;80,0;True;normalizer;0,01546308484430694;2631;17667;5269;anova;dropout;;24;4,0;;;;0,09689914385112507;;2;adam;minmax
163;2024-01-13 20:13:51.781832;0,533007800579071;;leaky_relu;0,9533388550333092;0,36248239811628336;256;29,0;0,5450353037910819;81,0;True;normalizer;0,02138297026668081;2631;17667;5269;anova;dropout;;23;4,0;;;;0,0969942720518416;;2;adam;minmax
164;2024-01-13 20:14:23.738023;0,533984363079071;;leaky_relu;0,8951856576822075;0,3082746489041156;256;30,0;0,5605888678915075;79,0;True;normalizer;0,01734702527575566;2631;17667;5269;anova;dropout;;24;4,0;;;;0,09882202735974176;;2;adam;minmax
165;2024-01-13 20:14:49.909634;0,33671873807907104;;leaky_relu;0,8643252686327553;0,33895573312861865;256;28,0;0,57080177036328;10,0;True;minmax;0,025807498331584793;2631;17667;5269;anova;dropout;;24;5,0;;;;0,09136950147153242;;2;adam;minmax
166;2024-01-13 20:15:27.404440;0,46210938692092896;;leaky_relu;0,9192089588693343;0,38322612564412295;256;28,0;;85,0;True;normalizer;0,011746806891107348;2631;17667;5269;anova;batchnorm;;25;4,0;;;;0,09214560762427113;;2;adam;minmax
167;2024-01-13 20:15:53.322721;0,5357421636581421;;leaky_relu;0,8392153846346928;0,2807798540699086;256;29,0;0,5550690670022662;83,0;True;normalizer;0,015294877243326939;2631;17667;5269;anova;dropout;;24;3,0;;;;0,09668797869139162;;2;adam;minmax
168;2024-01-13 20:16:20.065698;0,534960925579071;;leaky_relu;0,8391293435895621;0,2744882052423114;256;30,0;0,5497394382814972;76,0;True;normalizer;0,016049788271473072;2631;17667;5269;anova;dropout;;24;5,0;;;;0,09591010241342217;;2;adam;maxabs
169;2024-01-13 20:16:44.254353;0,4682750701904297;;leaky_relu;0,8433913759431381;0,3248201911864449;16;29,0;0,5831964897828172;81,0;True;normalizer;0,023451797239167516;2631;17667;5269;anova;dropout;;26;4,0;;;;0,09953914768231967;;2;adam;minmax
170;2024-01-13 20:20:25.705769;0,46210938692092896;;leaky_relu;0,8993841199143191;0,3113733776050841;256;4,0;0,5351372428423942;10,0;True;maxabs;0,01891354480376989;2631;17667;5269;anova;dropout;;4;3,0;;;;0,09731826721059529;;2;adam;minmax
171;2024-01-13 20:20:48.103920;0,535937488079071;;leaky_relu;0,8686598919352795;0,28487765368126894;256;29,0;0,5189765392659025;84,0;True;normalizer;0,014665064919890242;2631;17667;5269;anova;dropout;;24;3,0;;;;0,0929981671368805;;2;adam;minmax
172;2024-01-13 20:21:12.315309;0,5345703363418579;;leaky_relu;0,8680434801102354;0,29093469415680173;256;28,0;0,5198036172372014;85,0;True;normalizer;0,012091211832163752;2631;17667;5269;anova;dropout;;24;3,0;;;;0,09419173759229257;;2;adam;minmax
173;2024-01-13 20:21:37.070671;0,536328136920929;;leaky_relu;0,8329513768059016;0,343665111263219;256;29,0;0,5408331870205974;82,0;True;normalizer;0,014500919090977475;2631;17667;5269;anova;dropout;;24;5,0;;;;0,09321115885462358;;2;adam;minmax
174;2024-01-13 20:22:05.151805;0,53515625;;leaky_relu;0,8289832479461382;0,34190098115194223;256;29,0;0,5580658507026277;80,0;True;normalizer;0,014997973030620143;2631;17667;5269;anova;dropout;;22;5,0;;;;0,09237582508220621;;2;adam;minmax
175;2024-01-13 20:22:35.075658;0,5347656011581421;;leaky_relu;0,8750121738422821;0,3597161500064801;256;29,0;0,5618637013236507;80,0;True;normalizer;0,014521855713689594;2631;17667;5269;anova;dropout;;23;4,0;;;;0,0930950646471745;;2;adam;minmax
176;2024-01-13 20:23:05.359928;0,534960925579071;;selu;0,8267639533129177;0,32925921040539025;256;30,0;0,55207210488384;78,0;True;normalizer;0,011868839794139895;2631;17667;5269;anova;dropout;;24;5,0;;;;;;2;adam;minmax
177;2024-01-13 20:23:37.255260;0,535351574420929;;leaky_relu;0,9137285900750227;0,40438650098578344;256;29,0;0,537799541110675;82,0;True;normalizer;0,014914220760834174;2631;17667;5269;anova;dropout;;23;4,0;;;;0,09612447570288106;;2;adam;minmax
178;2024-01-13 20:24:08.903541;0,535351574420929;;leaky_relu;0,9547894959506329;0,39442490340724407;256;28,0;0,542163441998074;82,0;True;normalizer;0,01752581844736218;2631;17667;5269;anova;dropout;;22;4,0;;;;0,09596655048310059;;2;adam;minmax
179;2024-01-13 20:24:40.946298;0,53515625;;leaky_relu;0,9507797119330047;0,4184470156784381;256;28,0;0,5391206595082434;82,0;True;normalizer;0,015444348446999281;2631;17667;5269;anova;dropout;;16;4,0;;;;0,09764528571436006;;2;adam;minmax
180;2024-01-13 20:25:16.871216;0,535351574420929;;leaky_relu;0,9191095534568098;0,37178472603548973;256;29,0;0,5583183643305645;79,0;True;normalizer;0,013860423449440341;2631;17667;5269;anova;dropout;;22;3,0;;;;0,09550404041789134;;2;adam;minmax
181;2024-01-13 20:25:55.930289;0,5347656011581421;;leaky_relu;0,8990153768233348;0,3745123204376167;256;29,0;0,5571401721551344;79,0;True;normalizer;0,013225908923485774;2631;17667;5269;anova;dropout;;22;3,0;;;;0,09578521106709921;;2;adam;minmax
182;2024-01-13 20:26:33.717080;0,5357421636581421;;leaky_relu;0,9243109772354777;0,34468727630140555;256;29,0;0,5415384888151691;76,0;True;normalizer;0,01716968742026284;2631;17667;5269;anova;dropout;;21;3,0;;;;0,09459777228474184;;2;adam;minmax
183;2024-01-13 20:27:10.479877;0,5367187261581421;;leaky_relu;0,9292038780640017;0,3977471280806378;256;28,0;0,539359563289311;71,0;True;normalizer;0,017481867236765827;2631;17667;5269;anova;dropout;;23;3,0;;;;0,09953931439474462;;2;adam;minmax
184;2024-01-13 20:27:53.423413;0,5341796875;;leaky_relu;0,9621363142912523;0,3870872273875211;256;28,0;0,541224134798963;73,0;True;normalizer;0,016940745515029568;2631;17667;5269;anova;dropout;;23;4,0;;;;0,09900332553666948;;2;adam;minmax
185;2024-01-13 20:28:28.949931;0,5347656011581421;;leaky_relu;0,9366444222417512;0,40332254291067343;256;27,0;0,5268838685327571;76,0;True;normalizer;0,01837770504860478;2631;17667;5269;anova;dropout;;24;3,0;;;;0,09766152550917113;;2;adam;minmax
186;2024-01-13 20:29:00.230445;0,46210938692092896;;leaky_relu;;;256;28,0;0,5812646092519295;70,0;True;normalizer;0,021439887330548742;2631;17667;5269;anova;dropout;0,007054770754315578;21;4,0;;;;0,09977406967275886;True;2;sgd;minmax
187;2024-01-13 20:29:35.793517;0,5322265625;;leaky_relu;0,9693054094809488;0,3569204232863771;256;30,0;0,538174704219134;82,0;True;normalizer;0,017507632231364426;2631;17667;5269;anova;dropout;;23;3,0;;;;0,09417369385328575;;2;adam;minmax
188;2024-01-13 20:30:31.225521;0,519726574420929;;leaky_relu;0,9215724689076618;0,4366557154663021;256;30,0;0,5226768035450018;;False;;0,029830025810178434;2631;17667;5269;anova;dropout;;10;4,0;;;;0,09643721492814579;;2;adam;minmax
189;2024-01-13 20:31:09.297646;0,4892578125;;leaky_relu;0,8945183985598216;0,4040220470078045;256;8,0;0,5425063712262156;85,0;True;normalizer;0,01113108432722907;2631;17667;5269;pca;dropout;;14;3,0;;;;0,09039975080982857;;2;adam;minmax
190;2024-01-13 20:32:10.899022;0,5268673896789551;;leaky_relu;0,9779685525707338;0,33802824906679746;64;28,0;0,5188836128901173;77,0;True;normalizer;0,023906977306053984;2631;17667;5269;anova;dropout;;23;5,0;;;;0,09382841698132574;;2;adam;normalizer
191;2024-01-13 20:33:43.579294;0,5347656011581421;;leaky_relu;0,9270509567483102;0,38061527241672255;256;29,0;0,5511645028040298;83,0;True;normalizer;0,013252798900438595;2631;17667;5269;anova;dropout;;22;3,0;;;;0,09581955367640349;;2;adam;minmax
192;2024-01-13 20:34:07.310653;0,5341796875;;leaky_relu;0,9430647527767059;0,36541715734045394;256;29,0;0,5653327643102405;80,0;True;normalizer;0,013862257091784444;2631;17667;5269;anova;dropout;;23;3,0;;;;0,09997496343662025;;2;adam;minmax
193;2024-01-13 20:34:32.507647;0,5357421636581421;;leaky_relu;0,9116039238131792;0,3079994314304095;256;29,0;0,5307582340242689;72,0;True;normalizer;0,015723737177481503;2631;17667;5269;anova;dropout;;24;4,0;;;;0,09492318744129148;;2;adam;minmax
194;2024-01-13 20:34:57.706840;0,535937488079071;;leaky_relu;0,8842382365828123;0,3106711035032398;256;28,0;0,5322316037252895;68,0;True;normalizer;0,015736924756577928;2631;17667;5269;anova;dropout;;24;4,0;;;;0,09098232911905602;;2;adam;minmax
