matchId;Div;season;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;pagerank_1_H;pagerank_1_A;pagerank_2_H;pagerank_2_A;pagerank_5_H;pagerank_5_A;pagerank_10_H;pagerank_10_A
162;D1;T00-01;2001-01-26;Schalke 04;Hansa Rostock;2;0;H;0,4662891310097913;0,1892288889397753;0,4526821710248874;0,2122183453201009;0,6924776032472656;0,4318952636006086;0,6577044193635735;0,5263888933047304
188;D1;T00-01;2001-02-11;Freiburg;Hansa Rostock;0;0;D;0,4121398222667447;0,1892288889397753;0,3557432235877822;0,2122183453201009;0,471781562559102;0,4318952636006086;0,5789447727162582;0,5263888933047304
154;D1;T00-01;2000-12-16;Munich 1860;Hamburg;2;1;H;0,3530589577667837;0,4303774631836666;0,4593388387341679;0,5308253294403326;0,5952348695685485;0,6507380933542669;0,5748939641507651;0,5707367871663721
191;D1;T00-01;2001-02-17;Dortmund;Hamburg;4;2;H;0,3782508836947004;0,458666419016059;0,2904305793715624;0,4850058871312814;0,6461627484326927;0,6094887042033851;0,6919917965505795;0,5707367871663721
147;D1;T00-01;2000-12-13;Bayern Munich;Hamburg;2;1;H;0,3544052528239128;0,4303774631836666;0,3723346868021635;0,5308253294403326;0,7423295616318775;0,6507380933542669;0,7511727573362089;0,5707367871663721
133;D1;T00-01;2000-12-03;Kaiserslautern;Hamburg;2;1;H;0,4530447000679231;0,4303774631836666;0,4483615888253784;0,5308253294403326;0,6751720328565106;0,6507380933542669;0,6584398848598385;0,5707367871663721
176;D1;T00-01;2001-02-03;Werder Bremen;Hamburg;3;1;H;0,3874098367594951;0,458666419016059;0,3062097327757065;0,4850058871312814;0,5062543363267944;0,6094887042033851;0,6624641752624826;0,5707367871663721
214;D1;T00-01;2001-03-04;Schalke 04;Hamburg;0;1;A;0,5276289754221568;0,2710967322702975;0,5182864565827697;0,2871718446098784;0,6924776032472656;0,6094887042033851;0,6577044193635735;0,5707367871663721
229;D1;T00-01;2001-03-17;Ein Frankfurt;Hamburg;1;1;D;0,4862138800830788;0,2710967322702975;0,5181088982453507;0,2871718446098784;0,5590754519142892;0,6094887042033851;0,5607307207632092;0,5707367871663721
171;D1;T00-01;2001-02-02;Munich 1860;Dortmund;1;0;H;0,476781138641988;0,3782508836947004;0,474649797902857;0,2904305793715624;0,4975442633106166;0,6461627484326927;0,5748939641507651;0,6919917965505795
146;D1;T00-01;2000-12-13;FC Koln;Dortmund;0;0;D;0,3758503174884414;0,2993514999264401;0,4180320141638289;0,4028552098094871;0,6257042419448636;0,6539906254739939;0,5815517946081667;0,6919917965505795
156;D1;T00-01;2000-12-16;Hansa Rostock;Dortmund;1;2;A;0,274671524790112;0,2993514999264401;0,2560148921273258;0,4028552098094871;0,5411866481797444;0,6539906254739939;0,5263888933047304;0,6919917965505795
130;D1;T00-01;2000-12-02;Stuttgart;Dortmund;0;2;A;0,2415933056857912;0,2993514999264401;0,2586538984188882;0,4028552098094871;0,5392830498919787;0,6539906254739939;0,5253399257259938;0,6919917965505795
203;D1;T00-01;2001-02-24;Schalke 04;Dortmund;0;0;D;0,5276289754221568;0,4330335939328417;0,5182864565827697;0,3542241934872427;0,6924776032472656;0,6461627484326927;0,6577044193635735;0,6919917965505795
220;D1;T00-01;2001-03-10;Freiburg;Dortmund;2;2;D;0,4396311435886317;0,4330335939328417;0,5068219591590158;0,3542241934872427;0,471781562559102;0,6461627484326927;0,5789447727162582;0,6919917965505795
189;D1;T00-01;2001-02-16;Munich 1860;Ein Frankfurt;2;2;D;0,476781138641988;0,5323222683267758;0,474649797902857;0,3286825693990622;0,4975442633106166;0,5590754519142892;0,5748939641507651;0,5607307207632092
206;D1;T00-01;2001-03-02;Dortmund;Ein Frankfurt;6;1;H;0,4330335939328417;0,4862138800830788;0,3542241934872427;0,5181088982453507;0,6461627484326927;0,5590754519142892;0,6919917965505795;0,5607307207632092
178;D1;T00-01;2001-02-04;Hansa Rostock;Ein Frankfurt;0;2;A;0,1892288889397753;0,5323222683267758;0,2122183453201009;0,3286825693990622;0,4318952636006086;0,5590754519142892;0,5263888933047304;0,5607307207632092
152;D1;T00-01;2000-12-15;Unterhaching;Ein Frankfurt;2;0;H;0,3816150488266139;0,3921767614102959;0,419496268628779;0,3539148656247138;0,5455269744532747;0,5210496377791431;0,474209268570099;0,5607307207632092
128;D1;T00-01;2000-12-02;Bochum;Ein Frankfurt;2;1;H;0,2587254854057752;0,3921767614102959;0,3863325678810567;0,3539148656247138;0,5682633244569747;0,5210496377791431;0,5510812324015611;0,5607307207632092
143;D1;T00-01;2000-12-12;Stuttgart;Ein Frankfurt;4;1;H;0,2415933056857912;0,3921767614102959;0,2586538984188882;0,3539148656247138;0,5392830498919787;0,5210496377791431;0,5253399257259938;0,5607307207632092
213;D1;T00-01;2001-03-04;Munich 1860;Leverkusen;1;0;H;0,6087925688802149;0,4299215375826501;0,4464194657337133;0,633628746264417;0,4975442633106166;0,7825063578814684;0,5748939641507651;0,7214745900318632
