matchId;match;draw;home;away;prediction;label
11054;11054;0,33666788881971477;0,32246061396409004;0,34087149721619514;2;2
11064;11064;0,16673025954382686;0,7280186594817237;0,10525108097444948;1;2
11155;11155;0,2920847362599842;0,41491910941416743;0,2929961543258483;1;0
11203;11203;0,18364027567424757;0,6792671653276718;0,13709255899808062;1;1
11207;11207;0,3026601839828586;0,43205248399236634;0,2652873320247751;1;1
11221;11221;0,1878878437269557;0,6923318258272131;0,11978033044583115;1;2
11223;11223;0,29891175877046294;0,36977219383364907;0,3313160473958879;1;1
11229;11229;0,2817212129480557;0,49769628824572903;0,22058249880621517;1;1
11231;11231;0,298358358513384;0,3143443426953896;0,38729729879122643;2;1
11235;11235;0,28131682123108276;0,48043921146325647;0,23824396730566083;1;1
11243;11243;0,20398715986904148;0,6185839399198519;0,17742890021110655;1;0
11250;11250;0,31757028791391406;0,41972225442257105;0,2627074576635149;1;2
11253;11253;0,16284921073428377;0,7472350614353227;0,08991572783039348;1;1
11255;11255;0,2670199661614194;0,5624832803464669;0,17049675349211377;1;0
11263;11263;0,26887371184530207;0,4797042681176985;0,25142202003699937;1;1
11266;11266;0,26897335655548926;0,5530918809469042;0,17793476249760662;1;1
11269;11269;0,3125975251095294;0,41134327749055033;0,2760591973999203;1;1
11290;11290;0,2913970852998625;0,2237665826402088;0,4848363320599286;2;0
11294;11294;0,29600037002919843;0,46326938204293816;0,24073024792786352;1;1
11311;11311;0,20636065218681068;0,6576871345815947;0,13595221323159468;1;2
11312;11312;0,26094344521440355;0,47669781272096445;0,2623587420646321;1;2
11382;11382;0,28691173163006184;0,30577482999300953;0,40731343837692874;2;2
11389;11389;0,2969445962526285;0,44265646991530744;0,26039893383206414;1;0
11394;11394;0,2578146235310244;0,3980533761208017;0,34413200034817387;1;2
11398;11398;0,1558485271930803;0,7531694796947627;0,09098199311215703;1;1
11402;11402;0,2284821103453434;0,6409823928810354;0,13053549677362128;1;1
11419;11419;0,21190445234307723;0,6658438770474465;0,12225167060947624;1;1
11424;11424;0,251222077912095;0,18986788378685115;0,5589100383010538;2;1
11426;11426;0,29148167818421233;0,45238916434905496;0,25612915746673276;1;1
11434;11434;0,27706516361385575;0,5099667821054148;0,21296805428072957;1;1
11437;11437;0,2940093436740352;0,4354741719994344;0,2705164843265304;1;1
11439;11439;0,27364471423698694;0,44835917059715785;0,2779961151658552;1;1
11659;11659;0,24444564890991455;0,6486274464125784;0,10692690467750712;1;1
11663;11663;0,268791798352813;0,29863069864906566;0,4325775029981213;2;1
11664;11664;0,268543846736468;0,35649584623359865;0,3749603070299334;2;2
11665;11665;0,26527179790747246;0,5531088556363369;0,18161934645619057;1;2
11675;11675;0,28021115765460447;0,4167852562436341;0,3030035861017615;1;2
11680;11680;0,300933939480921;0,415071802669099;0,28399425784998006;1;1
11687;11687;0,3376790625643925;0,3834058159620489;0,27891512147355857;1;1
11694;11694;0,30834705358995584;0,3821446036669667;0,3095083427430775;1;0
11695;11695;0,28319579628774566;0,46538953857990484;0,25141466513234945;1;0
11716;11716;0,2901046461179984;0,4188651181371629;0,2910302357448387;1;1
11719;11719;0,25593773056636865;0,5925469355469889;0,15151533388664243;1;1
11721;11721;0,16027584024231745;0,7510018810730061;0,08872227868467632;1;1
11725;11725;0,2775283780711062;0,2406735544790898;0,48179806744980413;2;1
11738;11738;0,305491054492707;0,4786144035548352;0,21589454195245764;1;1
11763;11763;0,32129109274538337;0,4109855495211355;0,26772335773348116;1;0
11766;11766;0,29126811224857074;0,42238954866707934;0,28634233908434975;1;0
11768;11768;0,3178548990904294;0,3409446541641163;0,34120044674545424;2;2
11773;11773;0,2540719261116337;0,4092343790058455;0,33669369488252066;1;1
11778;11778;0,24333358007114897;0,2047230378569462;0,5519433820719049;2;2
11782;11782;0,2375980523667038;0,6291291801679496;0,13327276746534658;1;1
11800;11800;0,2999093329866586;0,35868329881859834;0,3414073681947431;1;0
11806;11806;0,1805329213874423;0,7190944096069135;0,10037266900564422;1;1
11814;11814;0,20948676261635535;0,32881587481738744;0,4616973625662574;2;2
11825;11825;0,2495976053339737;0,5628127076656131;0,1875896870004131;1;0
11830;11830;0,283931798489324;0,3675545383485944;0,34851366316208165;1;0
11897;11897;0,30745198128061607;0,4319317981253772;0,2606162205940067;1;2
11908;11908;0,1412516047318655;0,7719971590428516;0,08675123622528294;1;1
11943;11943;0,1812074706738564;0,7084616113147562;0,11033091801138734;1;1
11952;11952;0,18953886584679316;0,656623955396128;0,1538371787570789;1;1
11981;11981;0,2610409007531559;0,3570574556482967;0,38190164359854745;2;0
11988;11988;0,2956949813705079;0,44133028606867286;0,26297473256081927;1;2
11991;11991;0,23817387613729532;0,3502956167161961;0,4115305071465087;2;2
11997;11997;0,29260783138335617;0,49660845221551086;0,210783716401133;1;1
12005;12005;0,2847993035836516;0,28080759622363133;0,43439310019271715;2;2
12006;12006;0,2913782760666516;0,44039138436954145;0,2682303395638069;1;1
12013;12013;0,183001738905467;0,7026801350228716;0,11431812607166138;1;1
12015;12015;0,22296994884037447;0,6010887985263543;0,17594125263327118;1;0
12017;12017;0,14777675800001117;0,7613884102241549;0,09083483177583392;1;1
12052;12052;0,15624704536426315;0,7409088759790557;0,10284407865668115;1;1
12053;12053;0,2553811332291226;0,2726798338258253;0,4719390329450522;2;1
12054;12054;0,26588379650072186;0,4690648231904856;0,26505138030879255;1;2
12061;12061;0,32076410193244387;0,46753021495956115;0,2117056831079948;1;0
12090;12090;0,3238218571740103;0,419285847909347;0,2568922949166427;1;1
12110;12110;0,2958540773153585;0,4162868861514782;0,28785903653316325;1;2
12113;12113;0,21842635934278293;0,2017443777437848;0,5798292629134323;2;0
12129;12129;0,3308447814103755;0,3491777402259273;0,3199774783636973;1;1
12131;12131;0,2185899230993537;0,24457383202154995;0,5368362448790963;2;1
12138;12138;0,3160780272385268;0,4247332800061305;0,2591886927553426;1;2
12180;12180;0,19838827727941305;0,6836576236151268;0,11795409910546019;1;0
12186;12186;0,19698573769841482;0,4465457636567481;0,35646849864483726;1;2
12204;12204;0,2469612320184699;0,24288492022134167;0,5101538477601885;2;1
12211;12211;0,2880240516009313;0,2200103135116496;0,4919656348874191;2;1
12216;12216;0,16138315885000726;0,7358185908323316;0,1027982503176611;1;1
12768;12768;0,22088797326117024;0,6506708937330989;0,12844113300573085;1;1
12791;12791;0,334964913302034;0,23375468702372626;0,43128039967423987;2;0
12793;12793;0,3280510631674442;0,4069789072161972;0,2649700296163587;1;0
12820;12820;0,1950668310593963;0,7119769485671169;0,0929562203734869;1;0
12821;12821;0,3298383243971195;0,25387861176896315;0,41628306383391733;2;0
12830;12830;0,3402255547864056;0,3579085161970932;0,30186592901650117;1;2
12843;12843;0,17524321408092794;0,7363352346347898;0,08842155128428239;1;1
12850;12850;0,28814386212567167;0,49356839895964993;0,21828773891467834;1;1
12852;12852;0,27153291961925324;0,5923335593066528;0,136133521074094;1;1
12863;12863;0,34325933869248965;0,3865592091409831;0,2701814521665273;1;1
12903;12903;0,30300543056473045;0,42068051313542326;0,2763140562998463;1;1
12906;12906;0,3191010018212799;0,3569866141901454;0,32391238398857475;1;1
12914;12914;0,29466218849539916;0,42684975274020437;0,2784880587643966;1;1
12918;12918;0,20639035901214145;0,6855016423493112;0,10810799863854743;1;1
12931;12931;0,34629366322965516;0,3165352886553964;0,33717104811494836;0;2
12934;12934;0,32194317535470524;0,36418804727181003;0,31386877737348473;1;1
12943;12943;0,3188754841958616;0,3460130540822048;0,3351114617219336;1;0
12944;12944;0,16441413967919485;0,7552145358883725;0,08037132443243278;1;0
12952;12952;0,3522979003029352;0,2645914762584105;0,38311062343865443;2;2
12953;12953;0,28039831416178984;0,5533007928020445;0,16630089303616571;1;1
12960;12960;0,3156106143772753;0,4637868959643673;0,22060248965835755;1;1
13052;13052;0,22823317629868434;0,6464551275005451;0,1253116962007706;1;1
13086;13086;0,25470621601167787;0,398139018282994;0,3471547657053282;1;2
13093;13093;0,3627740885317354;0,4413096221215896;0,19591628934667496;1;2
13098;13098;0,3154342216373797;0,43115869919681743;0,25340707916580274;1;0
13100;13100;0,31393701020788733;0,21797651967914822;0,4680864701129645;2;1
13134;13134;0,3263271200059013;0,5242990048397558;0,14937387515434292;1;1
13153;13153;0,28106413754931714;0,34628580320529684;0,3726500592453861;2;0
13156;13156;0,21439324880618654;0,5372407402210408;0,24836601097277258;1;2
13199;13199;0,30343653348891186;0,4523072628316116;0,2442562036794765;1;0
13202;13202;0,278618180586957;0,4557311828578497;0,2656506365551934;1;2
